sample_id,morphology_v3,k5,k6,k7,k8,k9
4f2b16758e2b6d,降压主导型,1,3,2,7,4
4f38a76424e4dd,渐进上升型,3,4,4,3,9
4f3db73ea6af05,涨幅微弱型,5,2,7,2,1
4f3ec435fe0e22,涨幅微弱型,5,2,7,2,1
4f5a61c9c64927,后期加速上升型,4,5,5,4,8
4f5d5a4d06a674,后期加速上升型,3,5,5,4,8
4f6c0355a9f1cd,后期加速上升型,4,1,3,6,5
4fe8da9e08ad85,后期加速上升型,3,5,5,4,8
4ffc44f1c5661f,后期加速上升型,2,6,6,1,6
501f214dcb8984,涨幅微弱型,1,3,2,7,4
5025e28cc550e0,稳定缓升型,4,1,3,6,5
5029f762ff2367,复杂波动或待判型,5,2,7,5,7
50420278ae7472,后期加速上升型,3,4,4,5,7
504c43ef80725d,降压主导型,1,3,2,7,4
50500ad58f8118,稳定缓升型,4,1,6,1,9
50630fca270754,渐进上升型,4,1,6,3,9
507731e2b8632f,后期加速上升型,3,4,4,5,7
507b6e97b30f9d,后期加速上升型,3,4,4,3,9
50c44f0dc217b7,涨幅微弱型,5,2,7,2,1
50f0f5eaee31bf,涨幅微弱型,5,2,7,2,1
5107e63b933958,涨幅微弱型,5,2,7,2,1
510babe55781f4,后期加速上升型,3,4,4,5,7
5117fdf5e3bc89,渐进上升型,3,4,4,3,9
511bab1f318293,后期加速上升型,3,5,5,3,9
5136970d12e8d3,降压主导型,1,3,2,7,4
5138d2a66cd18a,渐进上升型,3,4,4,5,7
513faab44f3335,后期加速上升型,3,4,4,5,7
514a39087f897a,稳定缓升型,2,6,6,1,6
5179a57eb0bd01,涨幅微弱型,1,3,2,7,4
5186a090a78d17,快速稳定型,2,6,1,8,3
5186b2f7e14163,降压主导型,1,3,2,7,4
521abc1ea74834,复杂波动或待判型,3,4,4,5,7
521f045e719130,涨幅微弱型,1,3,2,7,4
52291f7f657b3b,后期加速上升型,3,4,4,3,9
5233a755278ab9,涨幅微弱型,1,3,2,7,4
5237c4a67882e5,后期加速上升型,3,4,4,3,9
523b13fe7ee8c8,涨幅微弱型,5,2,7,2,2
526bef71ea11f8,涨幅微弱型,1,2,7,2,1
526c1032d4eae0,后期加速上升型,3,4,4,3,9
52730f2760943f,稳定缓升型,3,4,4,3,2
5280e76d495a8a,渐进上升型,4,1,4,3,9
5288ef95efe2f2,稳定缓升型,2,6,6,1,6
5297b89fde6593,稳定缓升型,3,4,6,3,9
52b72c84321208,涨幅微弱型,5,2,7,2,1
52bd155da5c5d5,冲高回落型,1,3,2,7,4
52cd60e282b5f9,复杂波动或待判型,3,5,5,4,8
52d0501d00cc6c,降压主导型,1,3,2,7,4
52d628e57d97e6,后期加速上升型,3,4,4,3,9
53070d79d65293,涨幅微弱型,5,2,7,2,1
532195dd50f43f,后期加速上升型,4,5,5,4,8
532383fa35d96e,复杂波动或待判型,2,6,1,8,3
5324ba895b8ca9,渐进上升型,4,1,3,6,5
53367061875f64,稳定缓升型,3,4,6,3,9
535765d2362a98,涨幅微弱型,1,3,2,5,4
535f5f691298fb,后期加速上升型,3,4,4,3,7
536fb191d11f16,涨幅微弱型,1,3,2,7,4
5382fc1d885834,稳定缓升型,3,4,4,3,9
5397717ab3d2c2,涨幅微弱型,5,2,7,2,1
53af162a9a9cfc,涨幅微弱型,1,3,2,7,4
53c362c2aed82b,快速稳定型,2,6,1,8,3
53cabdcb28fc35,涨幅微弱型,5,2,7,2,1
53d7b859bd1c54,快速稳定型,2,6,6,1,6
53d92a879442b1,稳定缓升型,3,4,4,3,9
53e53d35a44f6c,后期加速上升型,3,5,5,4,8
53ee85c51c5b56,后期加速上升型,4,5,5,4,8
540e1f279b8f2b,快速稳定型,2,6,6,1,6
54119cc15e42f6,涨幅微弱型,1,3,2,7,4
541e48459d92cc,降压主导型,1,3,2,7,4
54242ceaeb9fc4,后期加速上升型,3,4,4,3,9
544203d005fa70,后期加速上升型,3,4,4,5,7
5480262b44f05c,快速稳定型,2,1,6,1,6
549c6be6aec473,涨幅微弱型,5,4,4,5,2
549fca221baa2f,渐进上升型,4,1,3,6,5
54a8282a817ee8,渐进上升型,4,1,3,6,5
54b335d2671ba9,后期加速上升型,3,4,4,3,9
54d6fa25c6f7fa,快速稳定型,2,4,6,3,9
54dc6a40f31e5f,渐进上升型,4,1,6,1,6
54ddaf80d3ce6e,降压主导型,1,3,2,7,4
54e487e3b65732,稳定缓升型,3,4,4,5,2
54f28adc857e74,涨幅微弱型,5,2,7,2,1
550383dbf7542c,先降后升型,3,4,4,5,7
55153e5edc0850,复杂波动或待判型,5,2,7,5,2
5519ffda317263,快速稳定型,3,4,4,3,2
552964b41bc074,稳定缓升型,2,6,1,8,3
554224b818ac55,降压主导型,1,3,2,7,4
5542d630de983e,涨幅微弱型,5,2,7,2,1
55bd125d5fad0d,涨幅微弱型,1,3,2,7,4
55c2d4c35fdc9f,涨幅微弱型,5,2,7,2,1
55e95e18f35411,涨幅微弱型,3,4,4,5,2
55fb3034af9451,涨幅微弱型,5,2,7,2,1
5629b64199b802,渐进上升型,4,1,3,6,5
56335945b7f145,涨幅微弱型,1,3,2,7,4
563e85dbb949af,降压主导型,1,3,2,7,4
5644581abef8b1,后期加速上升型,3,4,4,5,7
566cce6c68ae84,稳定缓升型,2,6,6,1,6
5674996bf78583,后期加速上升型,4,5,5,4,8
5681aba7f89cba,冲高回落型,3,4,4,3,2
569f9e82478254,涨幅微弱型,5,2,7,2,1
56bad8b5d3d079,快速稳定型,2,6,6,1,6
56f1169634cfa1,后期加速上升型,3,4,4,3,9
57015c199b23cc,渐进上升型,3,4,4,3,9
570b9cae0f2674,涨幅微弱型,5,2,7,2,1
57200a7675c679,降压主导型,1,3,2,7,4
572f1d874aacdc,稳定缓升型,3,4,4,3,7
573526a2da4f61,涨幅微弱型,5,2,7,2,1
5737eae6460827,涨幅微弱型,5,2,7,2,1
573c0206271be4,后期加速上升型,3,4,5,3,9
5741a27e7e7aca,涨幅微弱型,5,2,7,2,1
5741ed4c997617,降压主导型,1,3,2,7,4
5746a8de8afd53,稳定缓升型,3,4,6,3,9
574b3e4de1053f,降压主导型,1,3,2,7,4
57acffc9ca2e5e,后期加速上升型,3,5,5,4,8
57b5e7cbf64309,涨幅微弱型,5,2,7,2,1
57bb4494167ce2,稳定缓升型,4,1,6,1,9
57d377a15624e5,涨幅微弱型,1,3,7,7,4
57e2d4f2126974,后期加速上升型,5,2,7,2,1
5803b5ca4dfad0,稳定缓升型,3,5,5,3,9
58304179c90daa,先降后升型,3,5,5,4,8
584e01c7ec7c95,后期加速上升型,3,4,4,5,7
5859b0273340a3,渐进上升型,4,1,3,6,5
589202bdf33474,先降后升型,3,4,4,5,7
58ad96ce5d2d11,渐进上升型,3,4,4,5,7
58b9e0cf898520,降压主导型,1,3,2,7,4
58bb8a73c81c46,后期加速上升型,4,5,5,4,8
58eb45901eb75e,降压主导型,1,3,2,7,4
58fcf74c15961c,降压主导型,1,3,2,7,4
590ab4cd0b2253,稳定缓升型,5,4,4,5,2
591047a5d752a4,涨幅微弱型,5,2,7,2,1
59392c772f7896,后期加速上升型,3,5,5,4,8
593b737ef55637,渐进上升型,3,4,4,3,7
596d396715e818,涨幅微弱型,5,2,7,2,1
596f4a3fb04aad,渐进上升型,3,4,4,3,9
59b474a6132275,渐进上升型,3,4,4,3,9
59b4f834dd4eaf,降压主导型,1,3,2,7,4
59c37bde9fc011,稳定缓升型,2,6,6,1,6
59c841bebc0547,后期加速上升型,3,4,4,5,7
5a30798f89745a,后期加速上升型,3,5,5,4,8
5a55dea21e32ee,涨幅微弱型,5,2,7,2,1
5a5a359f2e009f,稳定缓升型,4,1,6,1,6
5a5cccd0f99886,先降后升型,3,5,5,4,8
5a6f0b4b6ebd96,后期加速上升型,3,4,4,3,9
5a73330c0fec37,降压主导型,1,3,2,7,4
5a907710ca1ce9,涨幅微弱型,5,2,7,2,1
5aa008c63da129,稳定缓升型,4,1,3,1,6
5aae697fdeb250,冲高回落型,5,2,7,2,2
5ab30e12b4cd64,涨幅微弱型,5,2,7,2,1
5ab98cb99a4d50,渐进上升型,4,1,6,3,9
5abedddcf22b46,快速稳定型,2,6,6,1,6
5ac444adb2f53b,降压主导型,1,3,2,7,4
5ad584fc9b8ac1,涨幅微弱型,1,3,2,7,4
5ae4edcd1b1c6b,降压主导型,1,3,2,7,4
5b0e6747e11b12,快速稳定型,2,6,6,1,6
5b1607fd7d2bca,后期加速上升型,3,4,4,3,9
5b439f26afe8c7,渐进上升型,5,2,7,2,1
5b53ec9aff334b,涨幅微弱型,5,2,7,2,2
5b7fd0b881d62e,降压主导型,1,3,2,7,4
5b918aecbdee40,渐进上升型,4,1,3,6,5
5bace6a15d2ed6,渐进上升型,4,1,3,6,5
5bb66f54b13232,渐进上升型,4,1,3,6,5
5bc207c5338372,涨幅微弱型,5,2,7,2,1
5bc49ddbb7db9b,稳定缓升型,2,6,1,8,3
5bcf44551abac8,快速稳定型,2,6,1,8,3
5bd2119f8b0946,后期加速上升型,3,4,4,3,9
5bdece58abce55,涨幅微弱型,5,2,7,2,1
5bff8e7260fc38,降压主导型,1,3,2,7,4
5c1566f6a78909,稳定缓升型,2,6,6,1,6
5c214b146dc182,稳定缓升型,4,1,6,1,6
5c32123d6d0b20,涨幅微弱型,1,3,2,7,4
5c33a9ff1f5560,先降后升型,3,4,4,5,7
5c3f2267bd51ef,后期加速上升型,3,4,4,3,9
5c678b70de88af,渐进上升型,4,1,3,6,5
5c72738601eb5b,后期加速上升型,3,4,4,5,7
5c7ae57ff745b1,涨幅微弱型,5,2,7,5,7
5cb35af8100ac3,涨幅微弱型,1,3,2,7,4
5cb7d1e9764293,涨幅微弱型,1,3,2,7,4
5cbe3001e14379,稳定缓升型,2,6,6,1,6
5cbe46467d9a95,稳定缓升型,2,6,1,8,3
5cdd15b4c285e0,降压主导型,1,3,2,7,4
5cf779600632e3,涨幅微弱型,5,2,7,2,1
5cf8bb46bf10eb,降压主导型,1,3,2,7,4
5d050f4444f829,渐进上升型,4,1,3,6,5
5d05bc64bf788e,稳定缓升型,2,5,5,4,8
5d34adee435d97,涨幅微弱型,5,2,7,2,1
5d3af918868d30,涨幅微弱型,5,2,7,2,1
5d8d95fd46dccb,先降后升型,5,2,7,5,7
5dbc78fc421fa9,涨幅微弱型,1,3,2,7,4
5dc19e3ca55662,先降后升型,3,4,4,5,7
5e313ce34fb953,后期加速上升型,3,4,4,3,9
5e3655f2508e21,稳定缓升型,4,1,6,3,9
5e3e05d1162f86,涨幅微弱型,5,2,7,2,1
5e73f08da57295,后期加速上升型,2,6,1,8,3
5e96923f342b90,涨幅微弱型,5,2,7,2,1
5e9e11f84cf9f7,后期加速上升型,3,5,5,4,9
5ea915350ede20,涨幅微弱型,1,3,2,7,4
5eade7d675392b,稳定缓升型,5,4,4,5,2
5f1107017b3abd,后期加速上升型,3,4,4,5,7
5f2d4c93ac87bb,降压主导型,1,3,2,7,4
5f81b0fca51567,后期加速上升型,4,5,5,4,8
5f89338afc9c77,渐进上升型,4,1,3,6,5
5f94a76b711a75,渐进上升型,3,4,4,3,9
5f97af2977f537,后期加速上升型,3,4,4,5,7
5fa3b4375c0f25,降压主导型,1,3,2,7,4
5fa5bf28e13802,后期加速上升型,3,4,4,3,9
5fb5dd1a6a1343,涨幅微弱型,5,2,7,2,2
5fb9e3a8fa7a60,渐进上升型,4,1,6,1,6
5fcd50776a218e,渐进上升型,4,1,3,6,5
5fd33964698279,涨幅微弱型,5,2,7,2,1
6008c13a0a216a,渐进上升型,4,1,6,1,9
6008f86553aeb1,快速稳定型,2,6,6,1,6
602a2f1478877c,稳定缓升型,3,4,4,3,9
602baf602b3751,快速稳定型,2,6,1,8,3
6035d8f67fe33b,后期加速上升型,3,5,5,4,9
6047d67ba66f54,稳定缓升型,4,1,6,1,6
6048660bb861fb,涨幅微弱型,5,2,7,2,1
605702bd8a086a,稳定缓升型,4,5,5,4,8
60593b9f290ad6,涨幅微弱型,5,2,7,2,1
605b05ffaab649,后期加速上升型,3,5,5,3,9
606acc00f750bd,降压主导型,1,3,2,7,4
606ce7edc41caf,涨幅微弱型,5,2,7,2,1
6086583fa3420a,后期加速上升型,3,5,5,3,9
6086fb3b41a67e,渐进上升型,4,1,3,6,5
608bbfe41bd144,降压主导型,1,3,2,7,4
60982327d3d308,后期加速上升型,4,5,5,4,8
60a3192ca656c2,稳定缓升型,3,4,4,3,9
60e9f5e680f00b,快速稳定型,4,1,6,1,6
614624bfa3a871,涨幅微弱型,5,2,7,2,1
6152a28e99650b,涨幅微弱型,5,2,7,2,1
615632dbe4bb18,涨幅微弱型,5,2,7,2,1
615f0d6b1f344c,渐进上升型,4,1,6,3,9
6168c749309ee7,降压主导型,1,3,2,7,4
6172e11c0027a7,稳定缓升型,2,6,6,1,6
618fe381047920,渐进上升型,4,1,6,1,6
6195e45dc59d9b,涨幅微弱型,1,3,2,7,4
61a6455ed001b9,复杂波动或待判型,1,3,2,7,4
61afce6a272516,涨幅微弱型,5,2,7,2,1
61cf0903543766,涨幅微弱型,5,2,7,2,1
61d3396dae5a7a,稳定缓升型,2,6,6,1,6
61d8e193edd055,涨幅微弱型,5,2,7,2,1
61dc08aa5bbf2d,渐进上升型,4,1,3,6,5
61e3c2032712bc,渐进上升型,4,1,6,1,6
61e6bc54213132,渐进上升型,4,1,3,6,5
620d41ba8d6dba,涨幅微弱型,5,2,7,2,1
621a403335a029,冲高回落型,1,3,2,7,4
6225a03af39077,降压主导型,1,3,2,7,4
622cd899b8cc08,稳定缓升型,2,6,6,1,6
6265d67791cf55,涨幅微弱型,5,2,7,2,1
627be9ef66915b,渐进上升型,4,1,3,6,5
62820a93a45618,涨幅微弱型,1,3,2,7,4
62aec7cda0fcff,涨幅微弱型,5,2,7,2,2
62b5c307cc24ab,先降后升型,3,4,4,5,7
62cc73065ace10,涨幅微弱型,5,2,7,2,1
62d9a2603ea023,稳定缓升型,3,4,4,3,2
62e81652eef613,涨幅微弱型,5,2,7,2,1
62ef683a483f4b,渐进上升型,5,2,4,2,2
62fca9ac341dd7,冲高回落型,5,2,7,2,2
6324987fdab6c1,涨幅微弱型,5,2,7,2,1
632be789914bbf,先降后升型,3,4,4,5,7
632fddc7b9c67f,复杂波动或待判型,1,3,2,7,4
63523acbb9f729,涨幅微弱型,5,2,7,2,1
63711552306909,降压主导型,1,3,2,7,4
638717f6e76092,涨幅微弱型,1,3,2,7,4
639ecfb4a4b2b1,涨幅微弱型,1,3,2,7,4
63a6f30fa346ef,降压主导型,1,3,2,7,4
63bf15eb31bb66,冲高回落型,5,4,4,3,2
63d89047d7c5d0,涨幅微弱型,5,2,7,2,1
63f0a2af78f362,快速稳定型,2,6,1,8,3
6412a771dacf53,先降后升型,4,5,3,6,5
6415f21823c83a,冲高回落型,3,4,4,3,2
643d034c135f0d,涨幅微弱型,1,3,2,7,4
644515f0c3b8a9,稳定缓升型,3,4,4,3,9
6463f1caa91230,复杂波动或待判型,2,6,1,8,3
6465e838960552,降压主导型,1,3,2,7,4
64728573c327c2,渐进上升型,4,1,3,6,5
647ceaa36c6843,降压主导型,1,3,2,7,4
6480cc0b192689,先降后升型,5,4,4,5,7
648f97b26f4edb,快速稳定型,2,6,6,1,6
64a7c27b76a6cb,后期加速上升型,3,4,4,3,9
64b9a53c75d0ca,先降后升型,3,5,5,5,7
64bba4a4336d91,稳定缓升型,2,1,6,1,6
64cd8469f5346a,后期加速上升型,3,4,4,5,7
64e1db0d250945,稳定缓升型,2,6,1,8,3
64f2516e9cdc80,涨幅微弱型,5,2,7,2,1
64f6f1ca395249,稳定缓升型,3,4,4,3,9
652b2e7fceadbc,涨幅微弱型,1,3,2,7,4
652b44e9fa8943,涨幅微弱型,1,3,2,7,4
655ca49c4b3264,涨幅微弱型,5,2,7,5,7
65693b9e44c68a,快速稳定型,5,4,4,2,2
6574d9972c88e0,涨幅微弱型,5,2,7,2,1
6580902c370099,稳定缓升型,3,4,4,3,9
658b07fde4b84c,渐进上升型,5,2,7,2,2
659cd9914c1c4a,涨幅微弱型,5,2,7,2,1
65b7f9eba4a20e,渐进上升型,4,1,3,3,9
65d8280f8466ca,渐进上升型,4,1,3,6,5
65e0678afec26b,涨幅微弱型,1,3,2,7,4
65e1427fc7b33a,后期加速上升型,3,4,4,3,9
65e6d88801700f,渐进上升型,4,1,3,3,9
65f145f272b78a,后期加速上升型,3,5,5,4,8
6611a23aeaa47f,后期加速上升型,3,4,4,3,9
66185bb4779f9d,后期加速上升型,4,5,5,4,8
661febba24749b,渐进上升型,5,2,7,5,7
662011263c3805,涨幅微弱型,5,2,7,2,1
6624f1e57e4d20,稳定缓升型,3,4,4,3,9
664a20f834226f,渐进上升型,4,1,3,6,5
665751b4e6d4dd,涨幅微弱型,5,2,7,2,1
66633209dc073a,稳定缓升型,3,4,4,3,2
66695d42ca1416,渐进上升型,3,4,4,3,7
6686f97688e290,后期加速上升型,4,5,5,4,8
6694cd44484c82,后期加速上升型,3,5,5,4,8
66bc70adc60627,渐进上升型,4,1,3,6,5
66d3c39f5ed8ce,渐进上升型,4,1,3,3,9
66df5914512fd8,涨幅微弱型,1,3,2,7,4
66dfe2db1581db,降压主导型,1,3,2,7,4
670343ddd5d56a,后期加速上升型,4,5,5,4,8
6715e016634ab0,涨幅微弱型,5,2,7,2,1
6729d5340d62c6,涨幅微弱型,5,2,7,2,1
673a440cc42ec1,渐进上升型,4,1,3,6,5
67ad3d91c0efa5,快速稳定型,2,6,6,1,2
67b80e5d2d3d91,冲高回落型,5,2,7,2,2
67bfe939510bcd,涨幅微弱型,1,3,2,7,4
683ae9556aa7a6,涨幅微弱型,5,2,7,5,1
683bf27f35b48b,涨幅微弱型,5,2,7,2,1
684c5659bffa32,后期加速上升型,3,4,4,3,9
68552ad50b2d7d,涨幅微弱型,5,2,7,5,7
686bccaaf5c04b,渐进上升型,4,1,3,6,5
687094debd3a99,后期加速上升型,3,4,4,5,7
687ea13d620a54,稳定缓升型,5,4,4,5,2
68a92afaab4da8,快速稳定型,2,6,1,8,3
68b55cf43a95a7,渐进上升型,3,4,6,3,9
68b7d9b81213a9,后期加速上升型,2,5,5,4,8
68bca83c7b6b83,后期加速上升型,3,4,4,3,9
68c797987c4178,稳定缓升型,2,6,6,1,6
68e00c4d12b8de,降压主导型,1,3,2,7,4
68e130187a8a90,稳定缓升型,5,4,4,5,2
68f618e14c0b82,涨幅微弱型,5,2,7,2,1
68fcf92a48810a,渐进上升型,4,1,3,6,5
693858fd7e4f50,涨幅微弱型,5,2,7,2,1
693e8e34478aa6,后期加速上升型,3,5,5,3,9
6959718d2ce203,后期加速上升型,3,4,4,5,7
696b306c716d9b,后期加速上升型,3,4,4,3,9
697a7aa0e187ee,后期加速上升型,5,2,7,5,7
697f58d8932686,稳定缓升型,3,4,4,3,9
698444f4decdb1,后期加速上升型,2,6,1,8,3
69957c8c6e458a,涨幅微弱型,5,2,7,2,1
69a4cd07267edf,稳定缓升型,3,4,6,3,9
69f5c570862910,后期加速上升型,4,5,5,4,8
6a5c64defd9824,后期加速上升型,3,4,4,5,7
6a77ff16135294,涨幅微弱型,1,3,2,7,4
6a7ad9355182b7,后期加速上升型,4,5,5,4,8
6a7f27f90a18ec,稳定缓升型,2,6,6,1,6
6ac8ced09cd0ef,涨幅微弱型,1,3,2,7,4
6ace2b5f058c4c,后期加速上升型,3,4,4,3,9
6ade0f60f8faa8,稳定缓升型,4,1,6,1,6
6adebd4d2d2af6,后期加速上升型,3,5,5,4,9
6b0fea76fa622c,降压主导型,1,3,2,7,4
6b1bc7727c58f0,涨幅微弱型,5,2,7,2,1
6b28966bdef4d9,涨幅微弱型,5,2,7,2,1
6b29006f21e8d1,稳定缓升型,4,1,3,6,5
6b30b39889861e,涨幅微弱型,5,2,7,2,1
6b3136c8e1f33d,渐进上升型,4,1,3,6,5
6b41dbab7d5433,后期加速上升型,3,4,4,3,9
6b61cf1c081d59,涨幅微弱型,5,2,7,2,1
6b6c5d91759c1e,渐进上升型,3,4,6,3,9
6b76356ac3b411,后期加速上升型,3,4,4,3,9
6b79de0c677ed9,后期加速上升型,4,5,5,4,8
6b94b5b86e6531,涨幅微弱型,5,2,7,2,1
6b9b3e4d1e018d,渐进上升型,3,1,6,3,9
6baa7abced517f,涨幅微弱型,1,3,2,7,4
6badc35e98658c,涨幅微弱型,5,2,7,2,1
6bb07c21740dac,涨幅微弱型,5,2,7,2,1
6bbee6e5ddb004,后期加速上升型,3,4,4,5,7
6bdfe209d5890a,涨幅微弱型,5,2,7,2,1
6c4027ee2fe289,快速稳定型,2,1,6,1,6
6c9423835134b0,降压主导型,1,3,2,7,4
6caa1ec9e92488,后期加速上升型,3,4,4,5,7
6cb97ef41341bf,降压主导型,1,3,2,7,4
6cbcb1891d7fb1,涨幅微弱型,5,2,4,5,7
6cd919d2ef2547,涨幅微弱型,5,2,7,2,1
6cdf15842f5ce0,渐进上升型,3,4,4,5,7
6cf3f3381f66d8,涨幅微弱型,5,2,7,2,1
6cfab7c028c8f3,降压主导型,1,3,2,7,4
6d12c94f8bb5dc,渐进上升型,4,1,6,1,6
6d4d04d52542ad,渐进上升型,4,1,3,6,5
6d560699831e78,渐进上升型,4,1,6,3,9
6d646e350ac92d,后期加速上升型,4,5,5,4,8
6dad3be7d6489a,涨幅微弱型,5,2,7,2,1
6db0ef640ec31e,稳定缓升型,4,1,6,1,6
6dbc9f593f8cad,稳定缓升型,3,4,4,3,9
6dcdf08984817c,后期加速上升型,4,5,5,4,8
6ddaa87692f26a,稳定缓升型,4,1,6,1,9
6de1d34ae39414,快速稳定型,2,6,6,1,6
6e20144662146d,降压主导型,1,3,2,7,4
6e26bc2cd49a48,涨幅微弱型,1,3,2,7,1
6e39d1e76905f1,快速稳定型,2,6,6,1,6
6e5f409a813a56,涨幅微弱型,5,2,7,2,1
6e698af0525c62,后期加速上升型,3,4,4,5,7
6e6dc3452c46cb,先降后升型,5,2,7,7,1
6e6e0d4e2b25fc,渐进上升型,4,1,6,1,6
6e7da10c09e823,后期加速上升型,3,4,4,5,7
6e7ec502d63e42,渐进上升型,4,1,3,6,5
6ec68c6c13b815,降压主导型,1,3,2,7,4
6f04c5904d3354,涨幅微弱型,1,3,7,7,1
6f14a53a85bffa,渐进上升型,3,4,4,3,9
6f26855f462c16,降压主导型,1,3,2,7,4
6f70a9ee8c974d,降压主导型,1,3,2,7,4
6f7a6c8be2514d,后期加速上升型,3,4,4,5,7
6f8ec4f0b821ec,涨幅微弱型,5,2,7,2,1
6fb35e1ab2bf7c,涨幅微弱型,1,3,2,7,4
6fb4c7db220361,涨幅微弱型,5,2,7,2,1
6fde5b54412ec1,稳定缓升型,4,1,6,3,9
6ff1071c6e6ba5,快速稳定型,3,4,4,3,2
7014827b61a78b,降压主导型,1,3,2,7,4
702a352ca16dac,稳定缓升型,2,6,6,1,9
703ce1d7c0af82,涨幅微弱型,5,2,7,2,1
707409ea31a5d3,先降后升型,5,2,7,5,7
708790e416ff08,降压主导型,1,3,2,7,4
70a99d654f9deb,稳定缓升型,3,4,4,3,2
70fff3a91ce708,渐进上升型,4,1,3,6,5
71106dfde39dac,涨幅微弱型,1,3,2,7,4
7124492fa26382,稳定缓升型,2,1,6,1,6
713d5ae3ebf6bb,冲高回落型,3,4,4,3,2
714f792e95007a,稳定缓升型,2,6,6,1,6
715c296d573f64,稳定缓升型,3,4,4,3,9
718a5e3b1e883c,稳定缓升型,4,1,6,1,6
7196b427523105,涨幅微弱型,5,2,7,2,1
71b9d58ef84b90,快速稳定型,2,6,6,1,6
71c8db62b20dc9,稳定缓升型,2,6,6,1,6
71d700f32f6ccb,后期加速上升型,4,5,5,4,8
71fcb300ae28d4,渐进上升型,4,1,6,1,6
7201868f1e374f,后期加速上升型,3,5,6,3,9
7207b0818a9c33,后期加速上升型,3,4,4,3,9
722441e93d7785,后期加速上升型,4,5,5,4,9
722ca2d4d8f2db,渐进上升型,3,4,4,3,9
72367cfa9f64d8,后期加速上升型,2,6,1,8,3
725d2e8572de48,涨幅微弱型,5,2,7,2,1
7262d47490fe4d,涨幅微弱型,5,2,7,2,1
7267b84c9c8e82,渐进上升型,4,1,3,6,5
7270107cf3c170,稳定缓升型,3,4,6,3,9
7289f63e38d3e3,降压主导型,1,3,2,7,4
728bb19e404483,涨幅微弱型,5,2,7,2,1
728d805913c8fe,涨幅微弱型,5,2,7,2,1
729a497a443029,降压主导型,1,3,2,7,4
72b4c6d09b4167,涨幅微弱型,5,2,7,2,1
72bb31538147cb,后期加速上升型,3,4,4,5,7
72ca47788f5ff3,渐进上升型,4,1,3,6,5
72e3ae9ceb9d7d,渐进上升型,4,1,3,6,5
7307b7fee85f5d,涨幅微弱型,5,2,7,2,1
730aba82469807,渐进上升型,5,2,7,2,1
7314866e45e4a3,降压主导型,1,3,2,7,4
731df474044f34,降压主导型,1,3,2,7,4
732191bf86b5e2,降压主导型,1,3,2,7,4
732cbe2bd45d5b,复杂波动或待判型,2,6,1,8,3
734216483fbbcd,涨幅微弱型,5,2,7,5,7
73480407dbf76f,涨幅微弱型,5,2,7,2,1
734c37c2dfb666,稳定缓升型,4,1,3,6,5
734e2b95a86783,涨幅微弱型,5,2,7,2,1
737cbe5378afb2,稳定缓升型,2,1,6,1,6
739eb990ac71d8,快速稳定型,2,6,6,1,6
73a6e90444e232,涨幅微弱型,5,2,7,5,7
73b37e8f4a7297,渐进上升型,3,4,4,3,9
73c285ef6179a6,稳定缓升型,2,6,6,1,6
73c4a935914d28,后期加速上升型,3,4,4,5,7
73d3a2b31ebe81,渐进上升型,3,4,4,3,9
73f98e91a0244a,后期加速上升型,3,4,4,5,7
73fbbf5a92eb26,涨幅微弱型,5,2,7,2,1
7400f601b6a9f8,稳定缓升型,4,1,6,1,6
7413fdf77c50cc,渐进上升型,4,1,3,6,5
742c5c66891086,稳定缓升型,3,4,4,3,9
7460bcdfce6976,涨幅微弱型,5,2,7,5,7
747176e6bdb900,降压主导型,1,3,2,7,4
748824eaeb0f79,稳定缓升型,3,4,4,3,9
748b04f8f2e1a3,后期加速上升型,3,5,5,4,7
74ab617c950c3d,后期加速上升型,3,4,4,5,7
74e3fba1b2d7f4,稳定缓升型,3,4,4,3,2
74efc10be832ef,渐进上升型,4,1,3,6,5
75288901a3c188,后期加速上升型,2,6,1,8,3
752dbea7369114,渐进上升型,4,1,3,3,9
752dec239efc72,稳定缓升型,2,6,1,8,3
754b85f9cbf5ac,降压主导型,1,3,2,7,4
754cb8b2f8b0dd,涨幅微弱型,5,2,7,2,2
7568578bcf81b0,涨幅微弱型,5,2,7,2,1
756e96023b0ff5,后期加速上升型,3,4,4,5,7
7598c94a8e38e9,稳定缓升型,2,6,1,8,3
75a2fb610a00b5,涨幅微弱型,1,3,2,7,4
75ad46e5d54bcf,降压主导型,1,3,2,7,4
75ef3a49a309d7,涨幅微弱型,5,2,7,2,1
75f149cd733bbf,渐进上升型,4,1,3,6,5
75f2a338656a30,渐进上升型,4,1,3,6,9
760c676d4a0585,稳定缓升型,3,4,4,3,2
7612592eabfdf8,稳定缓升型,2,6,1,8,3
7628a9bd07546a,涨幅微弱型,5,2,7,2,1
7632c147352e8d,降压主导型,1,3,2,7,4
76392cb8a66569,后期加速上升型,3,5,5,4,8
763bc3b8aa1c27,后期加速上升型,3,4,4,5,7
763f0bbcf5aa86,后期加速上升型,3,4,4,3,9
7656ef8d63724f,降压主导型,1,3,2,7,4
765819411e9427,涨幅微弱型,5,2,7,2,1
76676084368b6a,涨幅微弱型,5,2,7,2,1
766f36cecdc6cb,涨幅微弱型,5,2,7,2,1
76a0d616fc740f,快速稳定型,2,6,1,8,3
76a2fafb2fed4c,后期加速上升型,3,4,4,5,7
