sample_id,platform_id,source_well,stage_id,monitor_platform,monitor_well,cluster,morphology_type,Balanced_feature_KMeans__2,Balanced_feature_KMeans__3,Balanced_feature_KMeans__4,Balanced_feature_KMeans__5,Balanced_feature_KMeans__6,Balanced_feature_Ward__2,Balanced_feature_Ward__3,Balanced_feature_Ward__4,Balanced_feature_Ward__5,Balanced_feature_Ward__6,Shape_KMeans__2,Shape_KMeans__3,Shape_KMeans__4,Shape_KMeans__5,Shape_KMeans__6,Hybrid_DTW_medoid__2,Hybrid_DTW_medoid__3,Hybrid_DTW_medoid__4,Hybrid_DTW_medoid__5,Hybrid_DTW_medoid__6
826de0a79ab618,泸203H66,2,16,泸203H66,3,3,迟缓响应持续上升型,1,2,4,3,5,1,1,1,1,1,1,1,2,1,6,2,3,2,1,5
8271240cbcbda7,阳101H31,6,27,阳101H31,5,3,迟缓响应持续上升型,1,2,4,5,1,1,1,1,1,1,1,1,2,1,2,2,3,4,2,6
827a2d9308a3ca,泸206H8,2,19,泸206H8,1,3,迟缓响应持续上升型,1,2,4,1,6,1,1,4,4,4,1,1,2,5,2,2,3,4,1,5
8288223168c2fa,阳101H2,,,阳101H2,4,3,迟缓响应持续上升型,1,2,4,5,1,1,1,1,1,1,1,1,2,1,6,2,3,2,1,4
8291e9c7fe2405,阳101H32,4,4,阳101H32,1,1,低幅波动型,2,1,1,2,2,2,3,3,3,3,2,3,3,2,4,1,1,3,4,1
82973e396a4356,阳101H31,1,16,阳101H31,2,2,早期上升趋缓型,1,2,2,3,5,1,1,1,1,1,1,1,2,1,6,2,3,2,1,4
82b8e4a99f46c3,泸203H64,,,泸203H64,1,1,低幅波动型,2,1,1,2,2,2,3,3,3,3,2,3,3,2,4,1,1,3,5,3
82c773d4a8ed5c,泸203H76,4,10,泸203H76,2,3,迟缓响应持续上升型,1,2,4,5,1,1,1,1,1,1,1,1,2,5,2,2,3,4,2,6
82d4fe8d436d2a,阳101H51,1,15,阳101H51,3,1,低幅波动型,2,1,1,5,1,2,2,2,2,2,2,3,3,2,4,1,1,4,2,6
82e9755b572fc8,阳101H35,3,2,阳101H35,2,1,低幅波动型,2,1,1,5,1,1,1,1,1,1,2,3,3,2,4,1,1,3,2,1
8303201d41a150,泸203H8,2,2,泸203H8,3,2,早期上升趋缓型,1,2,2,3,5,1,1,1,1,1,1,1,2,1,6,2,3,2,1,4
8319f7f6beed56,阳101H31,,,阳101H31,3,2,早期上升趋缓型,1,2,2,3,5,1,1,1,1,1,1,1,2,1,6,2,3,2,1,4
831ae074185271,阳101H34,2,9,阳101H34,4,3,迟缓响应持续上升型,1,2,4,5,1,1,1,1,1,1,1,1,2,5,2,2,3,4,2,6
832f57dfdba0c7,阳101H2,5,14,阳101H2,6,1,低幅波动型,1,1,1,5,1,1,1,1,1,1,1,1,2,5,2,2,3,4,2,6
834009dd400fc1,泸201H5,4,19,泸201H5,2,4,降压主导型,2,3,3,4,4,2,2,2,2,2,2,2,1,3,3,1,2,1,3,2
8348fb940a1392,泸208H1,5,10,泸208H1,4,2,早期上升趋缓型,1,2,2,3,5,1,1,4,5,5,1,1,2,1,6,2,3,2,1,4
835f6ac61cc926,泸201H5,3,23,泸201H5,4,3,迟缓响应持续上升型,1,1,4,5,1,1,1,1,1,1,1,1,2,5,2,2,3,4,2,6
836f5d445d1e6a,阳101H35,2,11,阳101H35,4,1,低幅波动型,2,1,1,2,2,2,3,3,3,3,2,3,3,2,4,1,1,3,4,1
837caf24b8f771,泸203H64,5,9,泸203H64,1,3,迟缓响应持续上升型,1,1,4,5,1,1,1,1,1,1,1,1,2,5,2,2,3,4,2,6
83ab10b32dbdc2,泸201H5,4,6,泸201H5,1,1,低幅波动型,2,1,1,2,2,2,3,3,3,3,2,3,3,2,4,1,1,3,4,1
83af4e003ebeff,泸201H5,4,8,泸201H5,3,3,迟缓响应持续上升型,1,2,4,1,6,1,1,1,1,1,1,1,2,5,2,2,3,4,2,6
83b343a76d9f3c,阳101H51,3,26,阳101H51,6,3,迟缓响应持续上升型,1,1,4,5,1,1,1,1,1,1,1,1,2,5,2,2,3,4,2,6
83c94da279db3b,泸201H5,4,6,泸201H5,3,3,迟缓响应持续上升型,1,2,4,1,6,1,1,4,4,4,1,1,2,1,6,2,3,2,1,5
83d0fd8674eab7,泸203H64,4,11,泸203H64,5,3,迟缓响应持续上升型,1,2,4,5,1,1,1,1,1,1,1,1,2,5,2,2,3,4,2,5
83e106f0e0cbbd,泸203H64,3,1,泸203H64,1,4,降压主导型,2,3,3,4,4,2,2,2,2,2,2,2,1,3,3,1,2,1,3,2
83e1835bf060b5,阳101H51,2,11,阳101H51,1,1,低幅波动型,1,1,1,5,1,1,1,1,1,1,1,1,2,5,2,2,3,4,2,6
840c2e5a561c68,泸201H5,4,24,泸201H5,2,1,低幅波动型,2,1,1,2,2,2,3,3,3,3,2,3,3,2,4,1,1,3,5,3
840c66379798da,阳101H34,4,12,阳101H34,3,3,迟缓响应持续上升型,1,2,4,1,6,1,1,4,4,4,1,1,2,5,2,2,3,4,2,5
842e02a6337a9f,泸208H2,9,10,泸208H2,8,2,早期上升趋缓型,1,2,2,1,6,1,1,4,4,4,1,1,2,5,2,2,3,2,1,5
8430411839d685,泸208H2,10,20,泸208H2,9,3,迟缓响应持续上升型,1,2,4,1,6,1,1,4,4,4,1,1,2,5,2,2,3,2,1,5
8436c36c83830c,阳101H51,5,1,阳101H51,6,3,迟缓响应持续上升型,1,2,4,1,6,1,1,4,4,4,1,1,2,1,6,2,3,2,1,5
8438cf19ea2a4f,泸201H5,3,4,泸201H5,2,1,低幅波动型,2,1,1,2,2,2,3,3,3,3,2,3,3,2,1,1,1,3,5,3
844a51a7c93d18,泸208H2,10,18,泸208H2,9,3,迟缓响应持续上升型,1,2,4,1,6,2,2,2,2,6,1,1,2,5,2,2,3,4,2,6
8459027b880871,泸203H9,2,2,泸203H9,3,3,迟缓响应持续上升型,1,2,4,5,1,1,1,1,1,1,1,1,2,5,2,2,3,4,2,6
84ad0528b23a4c,泸201H5,1,8,泸201H5,3,1,低幅波动型,2,1,1,2,2,2,3,3,3,3,2,3,3,2,4,1,1,3,4,1
84b58785444edf,阳101H2,326,20,阳101H2,8,3,迟缓响应持续上升型,1,2,4,1,6,1,1,1,1,1,1,1,2,5,2,2,3,4,2,5
84ba72f3d589cd,阳101H2,6,19,阳101H2,4,3,迟缓响应持续上升型,1,2,4,5,1,1,1,1,1,1,1,1,2,1,6,2,3,4,1,6
84c9175ca4d49a,阳101H25,1,26,阳101H25,2,3,迟缓响应持续上升型,1,2,4,5,1,1,1,1,1,1,1,1,2,5,2,2,3,4,2,5
84dd97fd9defd9,泸201H5,2,21,泸201H5,1,4,降压主导型,2,3,3,4,4,2,2,2,2,2,2,2,1,3,3,1,2,1,3,2
84eafb572cb7c0,阳101H32,2,14,阳101H32,7,1,低幅波动型,2,1,1,2,2,2,3,3,3,3,2,3,3,2,1,1,1,3,5,3
850c988ebc2e62,泸206H8,5,14,泸206H8,3,1,低幅波动型,2,1,1,2,2,2,3,3,3,3,2,3,3,2,4,1,1,3,4,1
852d282374749b,阳101H2,,,阳101H2,6,4,降压主导型,2,3,3,4,4,2,2,2,2,2,2,2,1,3,3,1,2,1,3,2
852e49b8b63f5c,泸206H8,5,11,泸206H8,8,4,降压主导型,2,3,3,4,4,2,2,2,2,2,2,2,1,3,3,1,2,1,3,2
854a083d53443c,泸203H76,1,18,泸203H76,4,4,降压主导型,2,3,3,4,3,2,2,2,2,6,2,2,1,3,3,1,2,1,3,2
854a1638ff6f8f,泸208H1,2,10,泸208H2,5,3,迟缓响应持续上升型,1,2,4,5,1,1,1,1,1,1,1,1,2,5,2,2,3,4,2,6
8551fc51361d56,阳101H2,,,阳101H2,2,3,迟缓响应持续上升型,1,2,4,5,1,1,1,1,1,1,1,1,2,1,6,2,3,2,1,5
8598b7a99bfe88,阳101H35,2,7,阳101H35,3,3,迟缓响应持续上升型,1,2,4,1,6,1,1,1,1,1,1,1,2,1,6,2,3,2,1,4
85ad94166ab5a7,泸203H76,4,16,泸203H76,1,1,低幅波动型,2,3,1,2,4,2,3,3,3,3,2,3,3,2,1,1,1,3,5,3
85fe388cddfba9,泸208H2,1,19,泸208H2,2,2,早期上升趋缓型,1,2,2,3,5,1,1,4,5,5,1,1,2,1,6,2,3,2,1,4
8612e941de227a,泸201H5,4,18,泸201H5,2,1,低幅波动型,2,1,1,2,2,2,3,3,3,3,2,2,1,2,1,1,1,3,5,3
86175bac75de2a,阳101H2,2,16,阳101H2,8,4,降压主导型,2,3,3,4,4,2,2,2,2,2,2,2,1,3,3,1,2,1,3,2
862f9def792763,阳101H35,2,21,阳101H35,3,3,迟缓响应持续上升型,1,1,4,5,1,1,1,1,1,1,1,1,2,5,2,2,3,4,2,6
8646eb7f246b15,阳101H34,2,5,阳101H34,3,2,早期上升趋缓型,1,2,2,3,5,1,1,4,5,5,1,1,2,1,6,2,3,2,1,4
864d723ff37757,阳101H75,6,11,阳101H75,5,2,早期上升趋缓型,1,2,2,3,5,1,1,4,5,5,1,1,2,1,6,2,3,2,1,4
865a5c0666e563,泸203H64,3,2,泸203H64,4,2,早期上升趋缓型,1,2,2,3,5,1,1,4,5,5,1,1,2,1,6,2,3,2,1,4
869ff6e270f4bf,阳101H34,2,4,阳101H34,3,2,早期上升趋缓型,1,2,2,3,5,1,1,4,5,5,1,1,2,1,6,2,3,2,1,4
86b7570ab052e8,泸203H11,2,9,泸203H11,1,3,迟缓响应持续上升型,1,2,4,1,6,1,1,4,4,4,1,1,2,1,6,2,3,2,1,5
86e1cf4d3386ff,阳101H75,6,8,阳101H75,4,3,迟缓响应持续上升型,1,2,4,1,6,1,1,1,1,1,1,1,2,5,2,2,3,2,1,5
870dfb65319ccd,阳101H2,,,阳101H2,5,1,低幅波动型,2,1,1,5,1,2,3,3,3,3,1,3,3,5,2,2,3,4,2,6
87134bab057e5d,阳101H26,,,阳101H26,1,1,低幅波动型,2,1,1,2,2,2,3,3,3,3,2,3,3,2,4,1,1,3,4,3
87179bf8c72f72,泸203H64,5,9,泸203H64,2,1,低幅波动型,1,1,1,5,1,1,1,1,1,1,1,1,2,5,2,2,3,4,2,6
873f052c7a9109,泸201H5,2,23,泸201H5,3,1,低幅波动型,2,1,1,2,2,2,3,3,3,3,2,3,3,2,4,1,1,3,4,1
873fd10fad7d84,阳101H31,,,阳101H31,1,2,早期上升趋缓型,1,2,2,3,5,1,1,1,1,1,1,1,2,1,6,2,3,2,1,4
87480d2cd8ee0e,阳101H34,4,22,阳101H34,3,3,迟缓响应持续上升型,1,2,4,1,6,1,1,1,1,1,1,1,2,1,6,2,3,2,1,5
874aa4c95bd03a,泸203H64,5,5,泸203H64,3,3,迟缓响应持续上升型,1,2,4,1,6,1,1,1,1,1,1,1,2,5,2,2,3,4,2,6
875b60c44310e4,阳101H35,3,7,阳101H35,1,2,早期上升趋缓型,1,2,2,3,5,1,1,1,1,1,1,1,2,1,6,2,3,2,1,4
87642e1b562d93,阳101H2,,,阳101H32,2,3,迟缓响应持续上升型,1,2,4,5,1,1,1,1,1,1,1,1,2,5,2,2,3,4,2,6
877eb5379188c1,阳101H2,6,8,阳101H2,5,1,低幅波动型,2,1,1,2,2,2,3,3,3,3,2,3,3,2,4,1,1,3,4,3
878b4bc49f0c88,泸208H2,9,6,泸208H2,8,3,迟缓响应持续上升型,1,1,4,5,1,1,1,1,1,1,2,3,3,2,4,1,1,4,2,1
87b9d80daed036,泸201H5,3,15,泸201H5,1,1,低幅波动型,2,1,1,2,4,2,3,3,3,3,2,2,1,3,1,1,2,1,5,3
87d07a62bc563d,阳101H31,3,13,阳101H31,4,1,低幅波动型,2,1,1,2,4,2,3,3,3,3,2,2,1,3,1,1,2,1,5,3
87dbe993b446ee,泸208H1,2,18,泸208H2,5,3,迟缓响应持续上升型,1,2,4,5,1,1,1,1,1,1,1,1,2,5,2,2,3,4,2,6
881db431bfc0a5,泸201H5,2,6,泸201H5,1,1,低幅波动型,2,1,1,2,2,2,3,3,3,3,2,3,3,2,4,1,1,3,4,1
8848b87d70b420,阳101H26,,,阳101H26,3,1,低幅波动型,2,1,1,2,2,2,3,3,3,3,2,3,3,2,4,1,1,3,4,1
886b03c77ea5a3,泸203H76,1,7,泸203H76,4,4,降压主导型,2,3,3,4,4,2,2,2,2,2,2,2,1,3,3,1,2,1,3,2
8871994ee47b7b,阳101H35,1,4,阳101H35,2,3,迟缓响应持续上升型,1,2,4,1,6,1,1,4,4,4,1,1,2,5,2,2,3,4,2,6
888621743083f2,泸201H5,2,17,泸201H5,3,1,低幅波动型,2,1,1,2,2,2,3,3,3,3,2,3,3,2,4,1,1,3,4,1
888668a0516b53,泸203H64,3,6,泸203H64,5,1,低幅波动型,2,1,1,2,2,2,2,2,2,2,2,2,1,2,1,1,1,3,5,3
888f69998ab16d,泸201H5,1,3,泸201H5,2,3,迟缓响应持续上升型,1,2,4,5,1,1,1,1,1,1,1,1,2,5,2,2,3,4,2,6
88902f6a456486,阳101H35,3,6,阳101H35,1,4,降压主导型,2,3,3,4,3,2,2,2,2,2,2,2,1,3,3,1,2,1,3,2
889b76d3fe2047,阳101H34,2,17,阳101H34,4,3,迟缓响应持续上升型,1,2,4,5,1,1,1,1,1,1,1,1,2,5,2,2,3,4,1,5
88a175986a8e99,泸201H5,3,19,泸201H5,1,1,低幅波动型,2,1,1,2,2,2,3,3,3,3,2,3,3,2,4,1,1,3,4,1
88bbf3da88b8c1,阳101H34,2,16,阳101H34,3,3,迟缓响应持续上升型,1,2,4,1,6,1,1,1,1,1,1,1,2,5,2,2,3,4,2,5
88c3368802685c,阳101H32,2,7,阳101H32,6,3,迟缓响应持续上升型,1,2,4,1,6,1,1,4,4,4,1,1,2,1,6,2,3,2,1,5
88d604e38b9a23,阳101H2,,,阳101H2,1,4,降压主导型,2,3,3,4,4,2,2,2,2,2,2,2,1,3,1,1,2,1,3,2
88ead40cb02cad,泸203H66,1,17,泸203H66,3,1,低幅波动型,2,1,1,2,2,2,2,2,2,2,2,3,3,2,1,1,1,3,5,3
891df42a1be292,阳101H32,6,9,阳101H32,5,4,降压主导型,2,3,3,4,4,2,2,2,2,2,2,2,1,3,3,1,2,1,3,2
894d934c0451a0,泸206H10,3,7,泸206H10,5,1,低幅波动型,2,1,1,2,4,2,3,3,3,3,2,2,1,3,1,1,2,1,5,3
8960977ede1e54,泸208H2,5,17,泸208H2,4,3,迟缓响应持续上升型,1,2,4,1,6,1,1,4,4,4,1,1,2,5,2,2,3,4,2,5
897f84c9357025,泸206H8,4,19,泸206H8,8,1,低幅波动型,2,1,1,2,2,2,2,2,2,2,2,3,3,2,1,1,1,3,5,3
8985fd422d2a83,泸208H2,9,7,泸208H2,10,3,迟缓响应持续上升型,1,2,4,1,6,1,1,4,4,4,1,1,2,5,2,2,3,4,2,5
89a3ca523c6cb9,泸203H76,4,8,泸203H76,1,3,迟缓响应持续上升型,1,2,4,5,1,1,1,1,1,1,1,1,2,5,2,2,3,2,1,6
89ab8f935c5121,阳101H35,2,3,阳101H35,1,3,迟缓响应持续上升型,1,2,4,1,6,1,1,4,4,4,1,1,2,5,2,2,3,4,2,5
89aed3b159bb8b,泸201H5,2,12,泸201H5,3,1,低幅波动型,2,1,1,2,2,2,3,3,3,3,2,3,3,2,4,1,1,3,4,3
89b2015bfda95b,泸203H64,2,5,泸203H64,3,1,低幅波动型,2,1,1,2,2,2,3,3,3,3,2,3,3,2,1,1,1,3,5,3
89c7c0e0ddd20c,泸203H153,5,17,泸203H153,6,2,早期上升趋缓型,1,2,2,3,5,1,1,4,5,5,1,1,2,1,6,2,3,2,1,4
89e92924664ce3,泸201H5,2,2,泸201H5,1,1,低幅波动型,1,1,1,5,1,1,1,1,1,1,1,1,2,5,2,2,3,4,2,6
89f48bc1e83f2a,阳101H2,222,9,阳101H32,8,1,低幅波动型,2,3,1,2,4,2,3,3,3,3,2,2,1,3,3,1,2,1,3,2
89f7625fcd2995,阳101H26,,,阳101H26,2,4,降压主导型,2,3,3,4,4,2,2,2,2,2,2,2,1,3,3,1,2,1,3,2
8a127adfe84533,泸203H9,2,17,泸203H9,1,2,早期上升趋缓型,1,2,2,3,5,1,1,1,1,1,1,1,2,1,6,2,3,2,1,4
8a1945d059b2b6,阳101H51,2,16,阳101H51,3,3,迟缓响应持续上升型,1,2,4,1,6,1,1,1,1,1,1,1,2,5,2,2,3,4,2,5
8a484ec49aa94c,泸203H76,3,15,泸203H76,1,2,早期上升趋缓型,1,2,2,5,1,1,1,1,1,1,1,1,2,1,6,2,3,2,1,4
8a58d5d83e7b4d,泸201H5,4,5,泸201H5,1,1,低幅波动型,2,1,1,2,2,2,3,3,3,3,1,3,3,2,4,1,1,3,4,1
8a6c8b62f8282d,阳101H32,4,3,阳101H32,7,1,低幅波动型,2,1,1,2,2,2,3,3,3,3,2,3,3,2,4,1,1,3,4,3
8a88fc4ca14f7e,泸203H64,5,5,泸203H64,1,3,迟缓响应持续上升型,1,1,4,5,1,1,1,1,1,1,1,1,2,1,6,2,3,4,2,6
8a8c7e1a40c396,泸208H2,10,17,泸208H2,9,2,早期上升趋缓型,1,2,2,3,5,1,1,4,5,5,1,1,2,1,6,2,3,2,1,4
8abb42d0d37adc,泸203H64,3,13,泸203H64,1,3,迟缓响应持续上升型,2,1,4,5,1,2,2,2,2,2,2,3,3,2,4,1,1,4,2,6
8ac76d3e397596,阳101H51,2,2,阳101H51,1,2,早期上升趋缓型,1,2,2,1,6,1,1,4,4,4,1,1,2,1,6,2,3,2,1,4
8ad50ccf6e2e18,阳101H2,2,2,阳101H2,5,4,降压主导型,2,3,3,4,3,2,2,2,2,6,2,2,1,3,3,1,2,1,3,2
8ad5447a992305,阳101H2,,,阳101H2,4,4,降压主导型,2,3,3,4,3,2,2,2,2,6,2,2,1,3,1,1,2,1,3,2
8ae0acf2b29148,阳101H31,4,19,阳101H31,5,2,早期上升趋缓型,1,2,2,3,5,1,1,1,1,1,1,1,2,1,6,2,3,2,1,4
8b0737105f8ef3,阳101H26,,,阳101H26,1,1,低幅波动型,2,1,1,2,2,2,3,3,3,3,2,3,3,2,4,1,1,3,4,3
8b288287d344dc,泸203H76,4,9,泸203H76,3,2,早期上升趋缓型,1,2,2,3,5,1,1,4,5,5,1,1,2,1,6,2,3,2,1,4
8b9f552203060c,泸206H8,4,3,泸206H8,6,1,低幅波动型,2,1,1,2,2,2,3,3,3,3,2,3,3,2,4,1,1,3,4,1
8ba3efb978eb63,阳101H75,6,9,阳101H75,4,3,迟缓响应持续上升型,1,2,4,1,6,1,1,1,1,1,1,1,2,5,2,2,3,4,2,5
8bc4dc2f22d8bc,阳101H26,,,阳101H26,1,1,低幅波动型,2,1,1,2,2,2,3,3,3,3,2,2,1,2,1,1,2,1,5,3
8bc8f5778129a5,泸208H1,2,16,泸208H2,5,3,迟缓响应持续上升型,1,2,4,5,1,1,1,1,1,1,1,1,2,5,2,2,3,4,2,6
8bdb258ed60531,泸203H11,7,9,泸203H11,6,2,早期上升趋缓型,1,2,2,3,5,1,1,4,5,5,1,1,2,1,6,2,3,2,1,4
8bddbe55440244,阳101H2,96,21,阳101H2,8,2,早期上升趋缓型,1,2,2,1,6,2,2,2,2,6,1,1,2,5,2,2,3,4,2,5
8bdfddefc428f0,泸203H11,6,13,泸203H11,5,1,低幅波动型,2,1,1,2,2,2,3,3,3,3,2,3,3,2,4,1,1,3,4,1
8be551c6abacf2,泸201H5,4,1,泸201H5,3,3,迟缓响应持续上升型,1,2,4,1,6,1,1,4,4,4,1,1,2,5,2,2,3,4,2,5
8be8bb332eb26a,阳101H2,,,阳101H2,1,3,迟缓响应持续上升型,1,2,4,5,1,1,1,1,1,1,1,1,2,5,2,2,3,4,2,5
8bfd1936ad81de,泸206H10,2,15,泸206H10,3,3,迟缓响应持续上升型,1,1,4,5,1,1,1,1,1,1,1,1,2,5,2,2,3,4,2,6
8c0bc7fcfea1b0,泸203H66,1,7,泸203H66,4,2,早期上升趋缓型,1,2,2,1,6,1,1,4,4,4,1,1,2,1,6,2,3,2,1,5
8c207e38230842,阳101H31,7,23,阳101H31,4,4,降压主导型,2,3,3,4,4,2,2,2,2,2,2,2,1,3,3,1,2,1,3,2
8c373b9598fdd0,阳101H35,1,1,阳101H35,3,4,降压主导型,2,3,3,4,4,2,2,2,2,2,2,2,1,3,3,1,2,1,3,2
8c40c8b60faa52,阳101H2,2,13,阳101H2,4,2,早期上升趋缓型,1,2,2,3,5,1,1,4,5,5,1,1,2,1,6,2,3,2,1,4
8c440c61e350d0,泸208H2,4,8,泸208H2,5,2,早期上升趋缓型,1,2,2,3,5,1,1,4,5,5,1,1,2,1,6,2,3,2,1,4
8c863e32d7ac90,阳101H31,3,9,阳101H31,6,1,低幅波动型,2,1,1,2,2,2,3,3,3,3,2,3,3,2,4,1,1,3,4,1
8c929261741eef,泸208H2,8,13,泸208H2,9,2,早期上升趋缓型,1,2,2,1,6,1,1,4,4,4,1,1,2,1,6,2,3,2,1,5
8cb4cff5930839,泸208H2,9,5,泸208H2,10,3,迟缓响应持续上升型,1,2,4,1,6,1,1,1,1,1,1,1,2,5,2,2,3,4,2,5
8ce431aff538a8,泸206H8,5,11,泸206H8,4,3,迟缓响应持续上升型,1,2,4,5,1,1,1,1,1,1,1,1,2,1,6,2,3,2,1,5
8d1e26e4aa1090,泸203H10,,,泸203H10,4,3,迟缓响应持续上升型,1,2,4,1,6,1,1,4,4,4,1,1,2,1,2,2,3,2,1,5
8d42fb95f25996,阳101H35,2,10,阳101H35,4,1,低幅波动型,2,1,1,2,2,2,3,3,3,3,1,3,3,2,4,1,1,3,4,1
8d4d9f552a7529,阳101H31,,,阳101H31,3,2,早期上升趋缓型,1,2,2,3,5,2,2,2,2,6,2,3,3,2,4,1,1,3,2,1
8d4e36fe65edbd,阳101H31,3,9,阳101H31,2,2,早期上升趋缓型,1,2,2,3,5,1,1,4,4,4,1,1,2,1,6,2,3,2,1,4
8d58b1478059ba,泸203H64,,,泸203H64,2,1,低幅波动型,2,1,1,2,4,2,2,2,2,2,2,3,3,2,4,1,1,3,5,3
8d59ee629c2c0a,阳101H2,4,15,阳101H2,5,3,迟缓响应持续上升型,1,2,4,1,6,1,1,4,4,4,1,1,2,5,2,2,3,4,2,6
8d7f9ee70e7f42,阳101H32,6,20,阳101H32,1,1,低幅波动型,2,1,1,2,2,2,3,3,3,3,2,3,3,2,4,1,1,3,5,3
8d94744c0f6ad7,阳101H32,4,8,阳101H32,2,3,迟缓响应持续上升型,1,1,4,5,1,1,1,1,1,1,1,1,2,5,2,2,3,4,2,6
8da5400378ef6e,阳101H31,,,阳101H31,2,2,早期上升趋缓型,1,2,2,3,5,1,1,4,4,4,1,1,2,1,6,2,3,2,1,4
8db4eb7f6d9f39,泸203H64,5,10,泸203H64,3,3,迟缓响应持续上升型,1,2,4,1,6,1,1,4,4,4,1,1,2,5,2,2,3,4,2,5
8db505ca7d3e97,泸203H8,4,2,泸203H8,3,2,早期上升趋缓型,1,2,2,3,5,1,1,4,5,5,1,1,2,1,6,2,3,2,1,4
8dc219f8d088a3,泸206H10,2,15,泸206H10,1,1,低幅波动型,2,1,1,2,2,2,3,3,3,3,2,3,3,2,4,1,1,3,5,3
8dc7be7df0263a,泸201H5,2,9,泸201H5,4,1,低幅波动型,2,3,1,2,4,2,3,3,3,3,2,2,1,3,1,1,2,1,5,3
8dc9e8728bd99d,泸201H5,2,18,泸201H5,1,1,低幅波动型,2,1,1,2,2,2,3,3,3,3,2,3,3,2,4,1,1,3,4,3
8dcded55399ba1,阳101H26,,,阳101H26,3,3,迟缓响应持续上升型,1,2,4,1,6,2,2,2,2,6,1,1,2,5,2,2,3,4,2,6
8dd98abe9389d3,阳101H31,,,阳101H31,2,3,迟缓响应持续上升型,1,2,4,1,6,1,1,1,1,1,1,1,2,5,2,2,3,4,2,5
8df521c2c71f5f,泸203H76,3,20,泸203H76,1,4,降压主导型,2,3,3,4,4,2,2,2,2,2,2,2,1,3,1,1,2,1,5,2
8dfc676e8fd3cb,阳101H34,4,12,阳101H34,2,3,迟缓响应持续上升型,1,2,4,5,1,1,1,1,1,1,1,1,2,5,2,2,3,4,2,6
8dfcdfb89bf92c,泸201H5,4,21,泸201H5,2,1,低幅波动型,2,1,1,2,2,2,3,3,3,3,2,2,1,3,1,1,2,1,5,3
8e012233b69b27,阳101H26,,,阳101H26,3,2,早期上升趋缓型,1,2,2,1,6,1,1,4,4,4,1,1,2,1,6,2,3,2,1,5
8e51d5cb87a21e,阳101H35,2,5,阳101H35,4,1,低幅波动型,2,1,1,2,2,2,3,3,3,3,2,3,3,2,1,1,1,3,5,3
8e827aaaea6d97,泸203H91,3,11,泸203H91,2,3,迟缓响应持续上升型,1,2,4,1,6,1,1,1,1,1,1,1,2,5,2,2,3,4,2,5
8e847615081d5f,阳101H35,2,19,阳101H35,3,3,迟缓响应持续上升型,1,1,4,5,1,1,1,1,1,1,1,1,2,5,2,2,3,4,2,6
8e9e133ba385dc,泸206H10,3,2,泸206H10,2,2,早期上升趋缓型,1,2,2,3,5,1,1,1,1,1,1,1,2,1,6,2,3,2,1,4
8ea019800da52f,泸201H5,3,9,泸201H5,2,1,低幅波动型,2,1,1,2,2,2,3,3,3,3,2,3,3,2,4,1,1,3,4,1
8eb2ae72267a01,泸203H76,1,20,泸203H76,4,4,降压主导型,2,3,3,4,4,2,2,2,2,2,2,2,1,3,1,1,2,1,3,2
8ebf68870a550e,阳101H26,,,阳101H26,4,4,降压主导型,2,3,3,4,4,2,2,2,2,6,1,1,2,5,2,2,3,4,2,6
8ecade509811c9,泸206H8,4,20,泸206H8,3,2,早期上升趋缓型,1,2,2,3,5,1,1,4,4,4,1,1,2,1,6,2,3,2,1,4
8ee0f6cdfaa2ab,阳101H34,4,13,阳101H34,2,3,迟缓响应持续上升型,1,2,4,5,1,1,1,1,1,1,1,1,2,5,2,2,3,4,1,5
8f082f4000d8fc,泸203H64,4,9,泸203H64,1,4,降压主导型,2,3,3,4,4,2,2,2,2,2,2,2,1,3,1,1,2,1,5,2
8f1d1d2513bfdb,泸208H2,10,10,泸208H2,9,3,迟缓响应持续上升型,1,2,4,5,1,1,1,1,1,1,1,1,2,5,2,2,3,4,2,6
8f24cf0a2f1f11,泸203H64,3,12,泸203H64,5,3,迟缓响应持续上升型,1,2,4,5,1,1,1,1,1,1,1,1,2,5,2,2,3,4,2,6
8f3607f0ff00b3,阳101H31,3,14,阳101H31,1,2,早期上升趋缓型,1,2,2,3,5,1,1,4,5,5,1,1,2,1,6,2,3,2,1,4
8f512b51cdcf50,泸208H1,5,19,泸208H1,4,2,早期上升趋缓型,1,2,2,3,5,1,1,4,5,5,1,1,2,1,6,2,3,2,1,4
8f6277eb0d0086,阳101H32,6,9,阳101H32,1,1,低幅波动型,2,1,1,2,2,2,3,3,3,3,2,3,3,2,4,1,1,3,4,1
8f79045342982d,阳101H2,2,13,阳101H2,6,1,低幅波动型,2,1,1,2,2,2,3,3,3,3,2,3,3,2,4,1,1,3,4,1
8f8166000c5d5d,阳101H26,,,阳101H26,3,1,低幅波动型,2,1,1,5,2,1,1,1,1,1,2,3,3,2,4,1,1,3,4,1
8f9e5be29d2070,泸203H64,4,5,泸203H64,3,2,早期上升趋缓型,1,2,2,3,5,1,1,4,5,5,1,1,2,1,6,2,3,2,1,4
8fd2bbceebc966,泸201H5,4,20,泸201H5,2,4,降压主导型,2,3,3,4,4,2,2,2,2,2,2,2,1,3,3,1,2,1,3,2
901ad7082b483a,阳101H31,4,21,阳101H31,6,3,迟缓响应持续上升型,1,2,4,5,1,1,1,1,1,1,1,1,2,5,2,2,3,4,2,6
