file,sheet,column,platform,source,stage,monitor,monitor_platform,mapping,header,unit,channel_id,status,reason,alternate_record_flag,sample_id,final_sample_id,final_cluster
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-1井-19段压裂施工-邻井待核实秒点压力监测.xls,Sheet1,3,泸203H66,1.0,19.0,sensor:No09,泸203H66,sensor_unknown_well,No09,MPa_context_assumed,01081b4b3c51cf,参与形态聚类候选,same_stage_clock,False,154334fa243ca2,154334fa243ca2,3.0
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-1井-20段压裂施工-2、3井秒点压力监测.xls,Sheet1,2,泸203H66,1.0,20.0,2,泸203H66,header,2井,MPa_context_assumed,c731fc40dbf192,参与形态聚类候选,same_stage_clock,False,0708ef0b48b036,0708ef0b48b036,2.0
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-1井-20段压裂施工-2、3井分点压力监测.xls,Sheet1,2,泸203H66,1.0,20.0,2,泸203H66,header,2井,MPa_context_assumed,12176127ee0ef0,重复或补充片段已合并,相同事件/通道且压力一致，仅计一个样本,False,0708ef0b48b036,0708ef0b48b036,2.0
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-1井-20段压裂施工-2、3井秒点压力监测.xls,Sheet1,3,泸203H66,1.0,20.0,3,泸203H66,header,3井,MPa_context_assumed,10f7d2d71f53e2,参与形态聚类候选,same_stage_clock,False,65e1427fc7b33a,65e1427fc7b33a,3.0
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-1井-20段压裂施工-2、3井分点压力监测.xls,Sheet1,3,泸203H66,1.0,20.0,3,泸203H66,header,3井,MPa_context_assumed,f802acdb08ef69,重复或补充片段已合并,相同事件/通道且压力一致，仅计一个样本,False,65e1427fc7b33a,65e1427fc7b33a,3.0
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-1井-5段压裂施工-4井秒点压力监测.xls,历史数据,2,泸203H66,1.0,5.0,4,泸203H66,header,4井井口压力,MPa_context_assumed,521330e8634adf,参与形态聚类候选,same_stage_clock,False,9fcc61f97e7227,9fcc61f97e7227,3.0
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-1井-7段压裂施工-2、3井秒点压力监测-2.xls,Sheet1,2,泸203H66,1.0,7.0,2,泸203H66,header,2井压力（MPa）,MPa_explicit,41d5d62c5479a9,参与形态聚类候选,same_stage_clock,False,afcde557ef05f8,afcde557ef05f8,3.0
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-1井-7段压裂施工-2、3井秒点压力监测.xls,Sheet1,2,泸203H66,1.0,7.0,2,泸203H66,header,2井压力（MPa）,MPa_explicit,6e764c6fbea0ca,重复或补充片段已合并,相同事件/通道且压力一致，仅计一个样本,False,afcde557ef05f8,afcde557ef05f8,3.0
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-1井-7段压裂施工-2、3井秒点压力监测-2.xls,Sheet1,3,泸203H66,1.0,7.0,3,泸203H66,header,3井压力（MPa）,MPa_explicit,4c3d38eba6025e,参与形态聚类候选,same_stage_clock,False,f9aaeb8056fb90,f9aaeb8056fb90,3.0
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-1井-7段压裂施工-2、3井秒点压力监测.xls,Sheet1,3,泸203H66,1.0,7.0,3,泸203H66,header,3井压力（MPa）,MPa_explicit,0b04c7a30cee04,重复或补充片段已合并,相同事件/通道且压力一致，仅计一个样本,False,f9aaeb8056fb90,f9aaeb8056fb90,3.0
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-1井-7段压裂施工-4井秒点压力监测.xls,历史数据,2,泸203H66,1.0,7.0,4,泸203H66,header,4井井口压力,MPa_context_assumed,0b32aabf6b65a3,参与形态聚类候选,same_stage_clock,False,8c0bc7fcfea1b0,8c0bc7fcfea1b0,2.0
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-1井-7段压裂施工-4井分点压力监测.xls,历史数据,2,泸203H66,1.0,7.0,4,泸203H66,header,4井井口压力,MPa_context_assumed,bd937c2ff6c5c1,重复或补充片段已合并,相同事件/通道且压力一致，仅计一个样本,False,8c0bc7fcfea1b0,8c0bc7fcfea1b0,2.0
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-1井-7段压裂施工-4井压力监测.xls,Sheet1,1,泸203H66,1.0,7.0,4,泸203H66,header,4井井口压力,MPa_context_assumed,9e5e478b354529,参与形态聚类候选,same_stage_clock,False,1e6e9604061afc,1e6e9604061afc,2.0
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-1井-8段压裂施工-2井秒点压力监测.xls,Sheet1,2,泸203H66,1.0,8.0,2,泸203H66,header,2井压力,MPa_context_assumed,beb70be9faaaad,参与形态聚类候选,same_stage_clock,False,954af6cd6852c5,954af6cd6852c5,2.0
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-1井-8段压裂施工-2、3井分点压力监测.xls,Sheet1,2,泸203H66,1.0,8.0,2,泸203H66,header,2井,MPa_context_assumed,792e255d6bb0df,重复或补充片段已合并,相同事件/通道且压力一致，仅计一个样本,False,954af6cd6852c5,954af6cd6852c5,2.0
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-1井-8段压裂施工-3、4井秒点压力监测.xls,历史数据,2,泸203H66,1.0,8.0,3,泸203H66,header,3井井口压力,MPa_context_assumed,d7385975b8c061,参与形态聚类候选,same_stage_clock,True,47cd4741a3b375,47cd4741a3b375,2.0
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-1井-8段压裂施工-3、4井分点压力监测-2.xls,历史数据,2,泸203H66,1.0,8.0,3,泸203H66,header,3井井口压力,MPa_context_assumed,4e1fcb960f99cc,重复或补充片段已合并,相同事件/通道且压力一致，仅计一个样本,True,47cd4741a3b375,47cd4741a3b375,2.0
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-1井-8段压裂施工-3、4井分点压力监测.xls,历史数据,2,泸203H66,1.0,8.0,3,泸203H66,header,3井井口压力,MPa_context_assumed,f3c62d5d2cf7f9,重复或补充片段已合并,相同事件/通道且压力一致，仅计一个样本,True,47cd4741a3b375,47cd4741a3b375,2.0
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-1井-8段压裂施工-2、3井分点压力监测.xls,Sheet1,3,泸203H66,1.0,8.0,3,泸203H66,header,3井,MPa_context_assumed,d44e1bdd941a99,参与形态聚类候选,same_stage_clock,True,0b8f7535ee698a,0b8f7535ee698a,3.0
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-1井-8段压裂施工-3、4井秒点压力监测.xls,历史数据,3,泸203H66,1.0,8.0,4,泸203H66,header,4井井口压力,MPa_context_assumed,4522f2f0baf3e3,参与形态聚类候选,same_stage_clock,False,37485de2cdaa5d,37485de2cdaa5d,2.0
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-1井-8段压裂施工-3、4井分点压力监测-2.xls,历史数据,3,泸203H66,1.0,8.0,4,泸203H66,header,4井井口压力,MPa_context_assumed,148bb179516aeb,重复或补充片段已合并,相同事件/通道且压力一致，仅计一个样本,False,37485de2cdaa5d,37485de2cdaa5d,2.0
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-1井-8段压裂施工-3、4井分点压力监测.xls,历史数据,3,泸203H66,1.0,8.0,4,泸203H66,header,4井井口压力,MPa_context_assumed,8d42669c1e8355,重复或补充片段已合并,相同事件/通道且压力一致，仅计一个样本,False,37485de2cdaa5d,37485de2cdaa5d,2.0
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-1井-段号待核实压裂施工-2、3井分点压力监测.xls,Sheet1,2,泸203H66,,,2,泸203H66,header,2井压力（MPa）,MPa_explicit,9599165da1b92a,参与形态聚类候选,observed_file_window,False,a3f59949d5307c,a3f59949d5307c,3.0
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-1井-段号待核实压裂施工-2、3井分点压力监测.xls,Sheet1,3,泸203H66,,,3,泸203H66,header,3井压力（MPa）,MPa_explicit,9399aab5ee710c,参与形态聚类候选,observed_file_window,False,80c0cac37e7a90,80c0cac37e7a90,3.0
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-1井-段号待核实压裂施工-2井秒点压力监测-2.xls,Sheet1,2,泸203H66,,,2,泸203H66,header,2井压力,MPa_context_assumed,ae6d39a46bf5db,参与形态聚类候选,observed_file_window,False,4829766de59363,4829766de59363,2.0
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-1井-段号待核实压裂施工-2井分点压力监测.xls,Sheet1,2,泸203H66,,,2,泸203H66,header,2井压力,MPa_context_assumed,98d33df02a5dca,重复或补充片段已合并,相同事件/通道且压力一致，仅计一个样本,False,4829766de59363,4829766de59363,2.0
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-1井-段号待核实压裂施工-2井秒点压力监测-3.xls,Sheet1,2,泸203H66,,,2,泸203H66,header,2井压力,MPa_context_assumed,f029c49b2e4a24,重复或补充片段已合并,相同事件/通道且压力一致，仅计一个样本,False,4829766de59363,4829766de59363,2.0
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-1井-段号待核实压裂施工-2井秒点压力监测.xls,Sheet1,2,泸203H66,,,2,泸203H66,header,2井压力,MPa_context_assumed,ac78c2730bedb5,重复或补充片段已合并,相同事件/通道且压力一致，仅计一个样本,False,4829766de59363,4829766de59363,2.0
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-1井-段号待核实压裂施工-3井秒点压力监测-2.xls,Sheet1,2,泸203H66,,,3,泸203H66,header,3井压力,MPa_context_assumed,e9a11564419981,参与形态聚类候选,observed_file_window,False,9fc11f23663a5a,9fc11f23663a5a,3.0
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-1井-段号待核实压裂施工-3井分点压力监测.xls,Sheet1,2,泸203H66,,,3,泸203H66,header,3井压力,MPa_context_assumed,1d2023e68fc03d,重复或补充片段已合并,相同事件/通道且压力一致，仅计一个样本,False,9fc11f23663a5a,9fc11f23663a5a,3.0
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-1井-段号待核实压裂施工-3井秒点压力监测.xls,Sheet1,2,泸203H66,,,3,泸203H66,header,3井压力,MPa_context_assumed,828838aabca2c9,重复或补充片段已合并,相同事件/通道且压力一致，仅计一个样本,False,9fc11f23663a5a,9fc11f23663a5a,3.0
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-2井-12段压裂施工-邻井待核实分点压力监测.xls,Sheet1,2,泸203H66,2.0,12.0,sensor:No09,泸203H66,sensor_unknown_well,No09,MPa_context_assumed,5bf1d23e1ed0ff,参与形态聚类候选,same_stage_clock,False,d5519f8386d669,d5519f8386d669,3.0
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-2井-15段压裂施工-邻井待核实分点压力监测.xls,Sheet1,2,泸203H66,2.0,15.0,3,泸203H66,header,三井压力,MPa_context_assumed,a59bfc643a0b7a,参与形态聚类候选,same_stage_clock,False,c1fe5933979848,c1fe5933979848,2.0
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-2井-16段压裂施工-3井秒点压力监测.xls,Sheet1,2,泸203H66,2.0,16.0,3,泸203H66,header,3井压力,MPa_context_assumed,0552c2a82a0577,参与形态聚类候选,same_stage_clock,False,826de0a79ab618,826de0a79ab618,3.0
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-2井-16段压裂施工-1、3井秒点压力监测.xls,Sheet1,2,泸203H66,2.0,16.0,3,泸203H66,header,3井压力,MPa_context_assumed,9bd825725bb127,重复或补充片段已合并,相同事件/通道且压力一致，仅计一个样本,False,826de0a79ab618,826de0a79ab618,3.0
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-2井-16段压裂施工-1井秒点压力监测.xls,Sheet1,2,泸203H66,2.0,16.0,1,泸203H66,header,1井压力,MPa_context_assumed,914ecf892db075,参与形态聚类候选,same_stage_clock,False,c7019ed4f266f6,c7019ed4f266f6,2.0
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-2井-16段压裂施工-1、3井秒点压力监测.xls,Sheet1,4,泸203H66,2.0,16.0,1,泸203H66,header,1井压力,MPa_context_assumed,a0e93b55badd44,重复或补充片段已合并,相同事件/通道且压力一致，仅计一个样本,False,c7019ed4f266f6,c7019ed4f266f6,2.0
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-2井-16段压裂施工-1井秒点压力监测-2.xls,Sheet1,2,泸203H66,2.0,16.0,1,泸203H66,header,1井压力,MPa_context_assumed,34b36b30b8972e,重复或补充片段已合并,相同事件/通道且压力一致，仅计一个样本,False,c7019ed4f266f6,c7019ed4f266f6,2.0
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-2井-17段压裂施工-1、2、3、4井秒点压力监测.xlsx,Sheet1,2,泸203H66,2.0,17.0,1,泸203H66,header,1井,MPa_context_assumed,9b6ac479c8d3d5,参与形态聚类候选,same_stage_clock,True,7014827b61a78b,7014827b61a78b,4.0
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-2井-17段压裂施工-1、2、3、4井分点压力监测.xlsx,Sheet1,2,泸203H66,2.0,17.0,1,泸203H66,header,1井,MPa_context_assumed,2d8a4fc6557260,重复或补充片段已合并,相同事件/通道且压力一致，仅计一个样本,True,7014827b61a78b,7014827b61a78b,4.0
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-2井-17段压裂施工-1、3井分点压力监测.xls,Sheet1,2,泸203H66,2.0,17.0,1,泸203H66,header,1井压力,MPa_context_assumed,3b2a271d0aa7bb,参与形态聚类候选,same_stage_clock,True,714f792e95007a,714f792e95007a,2.0
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-2井-17段压裂施工-1、2、3、4井秒点压力监测.xlsx,Sheet1,4,泸203H66,2.0,17.0,3,泸203H66,header,3井,MPa_context_assumed,f4a66f749c4c8a,参与形态聚类候选,same_stage_clock,True,647ceaa36c6843,647ceaa36c6843,4.0
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-2井-17段压裂施工-1、2、3、4井分点压力监测.xlsx,Sheet1,3,泸203H66,2.0,17.0,3,泸203H66,header,3井,MPa_context_assumed,5d9846dc9715a7,重复或补充片段已合并,相同事件/通道且压力一致，仅计一个样本,True,647ceaa36c6843,647ceaa36c6843,4.0
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-2井-17段压裂施工-1、3井分点压力监测.xls,Sheet1,3,泸203H66,2.0,17.0,3,泸203H66,header,3井压力,MPa_context_assumed,760972e1f5ff76,参与形态聚类候选,same_stage_clock,True,ff6a2637f122fd,ff6a2637f122fd,2.0
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-2井-17段压裂施工-1、2、3、4井秒点压力监测.xlsx,Sheet1,5,泸203H66,2.0,17.0,4,泸203H66,header,4井,MPa_context_assumed,0e5308e2fd7e3b,参与形态聚类候选,same_stage_clock,False,06ca430ed4e89a,06ca430ed4e89a,2.0
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-2井-17段压裂施工-1、2、3、4井分点压力监测.xlsx,Sheet1,4,泸203H66,2.0,17.0,4,泸203H66,header,4井,MPa_context_assumed,562e1092d62c49,重复或补充片段已合并,相同事件/通道且压力一致，仅计一个样本,False,06ca430ed4e89a,06ca430ed4e89a,2.0
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-2井-18段压裂施工-1、3井分点压力监测.xls,Sheet1,2,泸203H66,2.0,18.0,1,泸203H66,header,1井,MPa_context_assumed,7f2e7957538fec,参与形态聚类候选,same_stage_clock,False,18e5d9366c876e,18e5d9366c876e,3.0
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-2井-18段压裂施工-1、3井分点压力监测.xls,Sheet1,3,泸203H66,2.0,18.0,3,泸203H66,header,3井,MPa_context_assumed,3bc5cd019785b0,参与形态聚类候选,same_stage_clock,False,e3de786591bec0,e3de786591bec0,2.0
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-2井-18段压裂施工-邻井待核实秒点压力监测.xls,Sheet1,2,泸203H66,2.0,18.0,sensor:No02,泸203H66,sensor_unknown_well,No02,MPa_context_assumed,87911e440fc233,参与形态聚类候选,same_stage_clock,False,e15b5bdcd0d80a,e15b5bdcd0d80a,3.0
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-2井-18段压裂施工-邻井待核实秒点压力监测.xls,Sheet1,3,泸203H66,2.0,18.0,sensor:No09,泸203H66,sensor_unknown_well,No09,MPa_context_assumed,84de272db54184,参与形态聚类候选,same_stage_clock,False,097f934284ca28,097f934284ca28,2.0
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-2井-19段压裂施工-邻井待核实秒点压力监测.xls,Sheet1,2,泸203H66,2.0,19.0,sensor:No02,泸203H66,sensor_unknown_well,No02,MPa_context_assumed,cfb2877b2a5f84,参与形态聚类候选,same_stage_clock,False,6d4d04d52542ad,6d4d04d52542ad,2.0
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-2井-19段压裂施工-邻井待核实分点压力监测.xls,Sheet1,2,泸203H66,2.0,19.0,sensor:No02,泸203H66,sensor_unknown_well,No02,MPa_context_assumed,8c6302c8acb977,重复或补充片段已合并,相同事件/通道且压力一致，仅计一个样本,False,6d4d04d52542ad,6d4d04d52542ad,2.0
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-2井-22段压裂施工-1、3井秒点压力监测.xls,Sheet1,2,泸203H66,2.0,22.0,1,泸203H66,header,1井,MPa_context_assumed,67aa7a801317a0,参与形态聚类候选,same_stage_clock,False,f0a2723c14a49e,f0a2723c14a49e,3.0
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-2井-22段压裂施工-1、3井分点压力监测.xls,Sheet1,2,泸203H66,2.0,22.0,1,泸203H66,header,1井,MPa_context_assumed,b7c61add7748fb,重复或补充片段已合并,相同事件/通道且压力一致，仅计一个样本,False,f0a2723c14a49e,f0a2723c14a49e,3.0
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-2井-22段压裂施工-1、3井秒点压力监测.xls,Sheet1,3,泸203H66,2.0,22.0,3,泸203H66,header,3井,MPa_context_assumed,58f024dcaf466b,参与形态聚类候选,same_stage_clock,False,a0b1f2fd260702,a0b1f2fd260702,3.0
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-2井-22段压裂施工-1、3井分点压力监测.xls,Sheet1,3,泸203H66,2.0,22.0,3,泸203H66,header,3井,MPa_context_assumed,f4f71ba2be3ffe,重复或补充片段已合并,相同事件/通道且压力一致，仅计一个样本,False,a0b1f2fd260702,a0b1f2fd260702,3.0
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-2井-23段压裂施工-1、3井秒点压力监测.xls,Sheet1,2,泸203H66,2.0,23.0,1,泸203H66,header,1井,MPa_context_assumed,5b06a251e5faf6,参与形态聚类候选,same_stage_clock,False,4a620aa02416fa,4a620aa02416fa,3.0
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-2井-23段压裂施工-1、3井分点压力监测.xls,Sheet1,2,泸203H66,2.0,23.0,1,泸203H66,header,1井,MPa_context_assumed,b8b0a7075d2126,重复或补充片段已合并,相同事件/通道且压力一致，仅计一个样本,False,4a620aa02416fa,4a620aa02416fa,3.0
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-2井-23段压裂施工-1、3井秒点压力监测.xls,Sheet1,3,泸203H66,2.0,23.0,3,泸203H66,header,3井,MPa_context_assumed,9de44b95c82f5b,参与形态聚类候选,same_stage_clock,False,477e0c311a5d26,477e0c311a5d26,3.0
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-2井-23段压裂施工-1、3井分点压力监测.xls,Sheet1,3,泸203H66,2.0,23.0,3,泸203H66,header,3井,MPa_context_assumed,389cba2c4c8ec7,重复或补充片段已合并,相同事件/通道且压力一致，仅计一个样本,False,477e0c311a5d26,477e0c311a5d26,3.0
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-2井-24段压裂施工-1、3井秒点压力监测.xls,Sheet1,2,泸203H66,2.0,24.0,1,泸203H66,header,1井,MPa_context_assumed,ba55a89b7ce6e8,参与形态聚类候选,same_stage_clock,False,4af7e143ab0055,4af7e143ab0055,2.0
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-2井-24段压裂施工-1、3井分点压力监测.xls,Sheet1,2,泸203H66,2.0,24.0,1,泸203H66,header,1井,MPa_context_assumed,288994b7a49fa1,重复或补充片段已合并,相同事件/通道且压力一致，仅计一个样本,False,4af7e143ab0055,4af7e143ab0055,2.0
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-2井-24段压裂施工-1、3井秒点压力监测.xls,Sheet1,3,泸203H66,2.0,24.0,3,泸203H66,header,3井,MPa_context_assumed,1b7e30be5bab93,参与形态聚类候选,same_stage_clock,False,c9660833fbf6a9,c9660833fbf6a9,3.0
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-2井-24段压裂施工-1、3井分点压力监测.xls,Sheet1,3,泸203H66,2.0,24.0,3,泸203H66,header,3井,MPa_context_assumed,af55b27c05e7ca,重复或补充片段已合并,相同事件/通道且压力一致，仅计一个样本,False,c9660833fbf6a9,c9660833fbf6a9,3.0
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-2井-段号待核实压裂施工-1、3井秒点压力监测.xls,Sheet1,2,泸203H66,,,1,泸203H66,header,1井压力,MPa_context_assumed,970a98e147bace,参与形态聚类候选,observed_file_window,False,a85fe5dc44d9fe,a85fe5dc44d9fe,2.0
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-2井-段号待核实压裂施工-1、3井秒点压力监测.xls,Sheet1,3,泸203H66,,,3,泸203H66,header,3井压力,MPa_context_assumed,b228c85d53407d,参与形态聚类候选,observed_file_window,False,a0b615c986e114,a0b615c986e114,2.0
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-2井-段号待核实压裂施工-邻井待核实秒点压力监测-2.xls,Sheet1,2,泸203H66,,,sensor:No01,泸203H66,sensor_unknown_well,No01,MPa_context_assumed,03105e5ff20493,参与形态聚类候选,observed_file_window,False,7eff10a4311c05,7eff10a4311c05,2.0
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-2井-段号待核实压裂施工-邻井待核实分点压力监测.xls,Sheet1,2,泸203H66,,,sensor:No01,泸203H66,sensor_unknown_well,No01,MPa_context_assumed,0a662f620a97ac,重复或补充片段已合并,相同事件/通道且压力一致，仅计一个样本,False,7eff10a4311c05,7eff10a4311c05,2.0
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-2井-段号待核实压裂施工-邻井待核实秒点压力监测-2.xls,Sheet1,3,泸203H66,,,sensor:No09,泸203H66,sensor_unknown_well,No09,MPa_context_assumed,d6866e8fee8756,参与形态聚类候选,observed_file_window,False,1ee082dc9c7758,1ee082dc9c7758,3.0
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-2井-段号待核实压裂施工-邻井待核实分点压力监测.xls,Sheet1,3,泸203H66,,,sensor:No09,泸203H66,sensor_unknown_well,No09,MPa_context_assumed,45efd74d9665f2,重复或补充片段已合并,相同事件/通道且压力一致，仅计一个样本,False,1ee082dc9c7758,1ee082dc9c7758,3.0
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-2井-段号待核实压裂施工-邻井待核实秒点压力监测.xls,Sheet1,2,泸203H66,,,sensor:压力（MPa）,泸203H66,pressure_unknown_well,压力（MPa）,MPa_explicit,20726124076cde,参与形态聚类候选,observed_file_window,False,2d8791473a04a7,2d8791473a04a7,3.0
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-2井-段号待核实压裂施工-邻井待核实综合压力监测-2.xlsx,Sheet1,2,泸203H66,,,sensor:压力（MPa）,泸203H66,pressure_unknown_well,压力（MPa）,MPa_explicit,5809aa7ce00919,参与形态聚类候选,observed_file_window,False,df1e28037a1368,df1e28037a1368,3.0
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-2井-段号待核实压裂施工-邻井待核实综合压力监测.xlsx,Sheet1,2,泸203H66,,,sensor:压力（MPa）,泸203H66,pressure_unknown_well,压力（MPa）,MPa_explicit,d933005280c120,参与形态聚类候选,observed_file_window,False,4ffc44f1c5661f,4ffc44f1c5661f,3.0
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-3井-11段压裂施工-1、2、4井压力监测.xlsx,邻井和施工曲线图,10,泸203H66,3.0,11.0,1,泸203H66,header,1井压力（MPa）,MPa_explicit,994418a10abceb,参与形态聚类候选,same_stage_clock,False,b0f181eaa43423,b0f181eaa43423,3.0
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-3井-11段压裂施工-1、2、4井压力监测.xlsx,邻井和施工曲线图,11,泸203H66,3.0,11.0,2,泸203H66,header,2井压力（MPa）,MPa_explicit,e30d02564ba84f,参与形态聚类候选,same_stage_clock,False,673a440cc42ec1,673a440cc42ec1,3.0
E:\压裂窜扰项目\02 规范化\泸203H66\泸203H66 邻井压力监测\泸203H66平台-3井-11段压裂施工-1、2、4井压力监测.xlsx,邻井和施工曲线图,13,泸203H66,3.0,11.0,4,泸203H66,header,4井压力（MPa）,MPa_explicit,fd30efaca6450e,参与形态聚类候选,observed_file_window,False,2f734a61a7f0cd,2f734a61a7f0cd,2.0
