file,channel_count,final_status,related_unique_samples,reason
E:\压裂窜扰项目\02 规范化\泸208H1\泸208H1 邻井压力监测\泸208H1-4-1段压裂施工-3井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H1\泸208H1 邻井压力监测\泸208H1-4-1段压裂施工-5井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H1\泸208H1 邻井压力监测\泸208H1-4-2段压裂施工-3井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H1\泸208H1 邻井压力监测\泸208H1-4-2段压裂施工-5井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H1\泸208H1 邻井压力监测\泸208H1-4-3段压裂施工-3井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H1\泸208H1 邻井压力监测\泸208H1-4-3段压裂施工-5井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H1\泸208H1 邻井压力监测\泸208H1-4-4段压裂施工-3井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H1\泸208H1 邻井压力监测\泸208H1-4-4段压裂施工-5井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H1\泸208H1 邻井压力监测\泸208H1-4-5段压裂施工-3井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H1\泸208H1 邻井压力监测\泸208H1-4-5段压裂施工-5井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H1\泸208H1 邻井压力监测\泸208H1-4-6段压裂施工-3井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H1\泸208H1 邻井压力监测\泸208H1-4-7段压裂施工-6井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H1\泸208H1 邻井压力监测\泸208H1-4-8段压裂施工-6井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H1\泸208H1 邻井压力监测\泸208H1-4-9段压裂施工-3井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H1\泸208H1 邻井压力监测\泸208H1-4-9段压裂施工-5井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H1\泸208H1 邻井压力监测\泸208H1-4井.xlsx,23,已用于形态聚类或重复合并,23,重复或补充片段已合并: 相同事件/通道且压力一致，仅计一个样本
E:\压裂窜扰项目\02 规范化\泸208H1\泸208H1 邻井压力监测\泸208H1-5-10段压裂施工-4井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H1\泸208H1 邻井压力监测\泸208H1-5-14段压裂施工-4井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H1\泸208H1 邻井压力监测\泸208H1-5-14段压裂施工-6井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H1\泸208H1 邻井压力监测\泸208H1-5-15段压裂施工-4井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H1\泸208H1 邻井压力监测\泸208H1-5-16段压裂施工-4井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H1\泸208H1 邻井压力监测\泸208H1-5-17段压裂施工-4井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H1\泸208H1 邻井压力监测\泸208H1-5-18段压裂施工-4井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H1\泸208H1 邻井压力监测\泸208H1-5-19段压裂施工-4井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H1\泸208H1 邻井压力监测\泸208H1-5-1段压裂施工-6井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H1\泸208H1 邻井压力监测\泸208H1-5-20段压裂施工-4井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H1\泸208H1 邻井压力监测\泸208H1-5-23段压裂施工-4井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H1\泸208H1 邻井压力监测\泸208H1-5-25段压裂施工-4井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H1\泸208H1 邻井压力监测\泸208H1-5-26段压裂施工-4井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H1\泸208H1 邻井压力监测\泸208H1-5-2段压裂施工-6井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H1\泸208H1 邻井压力监测\泸208H1-5-3段压裂施工-6井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H1\泸208H1 邻井压力监测\泸208H1-5-4段压裂施工-6井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H1\泸208H1 邻井压力监测\泸208H1-5-5段压裂施工-4井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H1\泸208H1 邻井压力监测\泸208H1-5-5段压裂施工-6井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H1\泸208H1 邻井压力监测\泸208H1-5-6段压裂施工-4井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H1\泸208H1 邻井压力监测\泸208H1-5-7段压裂施工-6井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H1\泸208H1 邻井压力监测\泸208H1-5-8段压裂施工-6井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H1\泸208H1 邻井压力监测\泸208H1-5-9段压裂施工-4井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H1\泸208H1 邻井压力监测\泸208H1-5井.xlsx,22,已用于形态聚类或重复合并,22,重复或补充片段已合并: 相同事件/通道且压力一致，仅计一个样本
E:\压裂窜扰项目\02 规范化\泸208H1\泸208H1 邻井压力监测\泸208H1-6-1段压裂施工-5井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H1\泸208H1 邻井压力监测\泸208H1-6-2段压裂施工-5井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H1\泸208H1 邻井压力监测\泸208H1-6-3段压裂施工-5井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H1\泸208H1 邻井压力监测\泸208H1-6-4段压裂施工-5井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H1\泸208H1 邻井压力监测\泸208H1-6井.xlsx,4,已用于形态聚类或重复合并,4,重复或补充片段已合并: 相同事件/通道且压力一致，仅计一个样本
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-1-10段压裂施工-2井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-1-11段压裂施工-2井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-1-12段压裂施工-2井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-1-13段压裂施工-2井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-1-14段压裂施工-2井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-1-15段压裂施工-2井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-1-16段压裂施工-2井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-1-17段压裂施工-2井压力监测.xlsx,1,已用于形态聚类或重复合并,1,相同数值重复样本已合并: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-1-19段压裂施工-2井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-1-2段压裂施工-2井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-1-4段压裂施工-2井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-1-5段压裂施工-2井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-1-5段压裂施工-2井压力监测（补充）.xlsx,1,已用于形态聚类或重复合并,1,重复或补充片段已合并: 相同事件/通道且压力一致，仅计一个样本
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-1-6段压裂施工-2井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-10-10段压裂施工-9井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-10-11段压裂施工-9井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-10-12段压裂施工-8井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-10-12段压裂施工-9井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-10-13段压裂施工-9井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-10-14段压裂施工-9井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-10-15段压裂施工-9井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-10-16段压裂施工-9井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-10-17段压裂施工-9井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-10-18段压裂施工-9井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-10-19段压裂施工-9井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-10-20段压裂施工-9井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-10-21段压裂施工-9井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-10-22段压裂施工-9井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: observed_file_window
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-10-3段压裂施工-9井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-10-4段压裂施工-9井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-10-5段压裂施工-9井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-10-6段压裂施工-9井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-10-7段压裂施工-9井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-10-8段压裂施工-9井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-10-9段压裂施工-9井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-10井-MATLAB.xlsx,21,已用于形态聚类或重复合并,21,重复或补充片段已合并: 相同事件/通道且压力一致，仅计一个样本
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-1井-MATLAB-2.xlsx,13,已用于形态聚类或重复合并,12,重复或补充片段已合并: 相同事件/通道且压力一致，仅计一个样本；相同数值重复样本已合并: 相同事件/通道且压力一致，仅计一个样本
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-1井-MATLAB.xlsx,13,已用于形态聚类或重复合并,12,重复或补充片段已合并: 相同事件/通道且压力一致，仅计一个样本；相同数值重复样本已合并: 相同事件/通道且压力一致，仅计一个样本
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-2-12段压裂施工-3井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-2-13段压裂施工-1井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-2-13段压裂施工-3井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-2-14段压裂施工-1井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-2-2段压裂施工-1井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-2-5段压裂施工-1井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-2-9段压裂施工-3井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-2井-MATLAB.xlsx,7,已用于形态聚类或重复合并,7,重复或补充片段已合并: 相同事件/通道且压力一致，仅计一个样本
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-3-20段压裂施工-4井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-3-21段压裂施工-4井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-3-22段压裂施工-4井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-3-23段压裂施工-4井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-3-24段压裂施工-4井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-3-25段压裂施工-4井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-3-26段压裂施工-4井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-3-27段压裂施工-4井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-3井-MATLAB.xlsx,8,已用于形态聚类或重复合并,8,重复或补充片段已合并: 相同事件/通道且压力一致，仅计一个样本
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-4-10段压裂施工-1井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-4-11段压裂施工-1井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-4-12段压裂施工-5井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-4-15段压裂施工-5井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-4-16段压裂施工-5井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-4-19段压裂施工-3井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-4-22段压裂施工-3井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-4-2段压裂施工-5井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-4-3段压裂施工-5井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-4-4段压裂施工-5井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-4-5段压裂施工-5井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-4-7段压裂施工-5井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-4-8段压裂施工-5井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-4井-MATLAB.xlsx,13,已用于形态聚类或重复合并,13,重复或补充片段已合并: 相同事件/通道且压力一致，仅计一个样本
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-5-10段压裂施工-3井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-5-12段压裂施工-3井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-5-13段压裂施工-4井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-5-15段压裂施工-3井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-5-16段压裂施工-3井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-5-17段压裂施工-3井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-5-17段压裂施工-4井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-5-2段压裂施工-4井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-5-3段压裂施工-4井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-5-4段压裂施工-3井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-5-5段压裂施工-4井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-5-7段压裂施工-4井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-5井-MATLAB.xlsx,12,已用于形态聚类或重复合并,12,重复或补充片段已合并: 相同事件/通道且压力一致，仅计一个样本
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-6-10段压裂施工-7井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-6-12段压裂施工-7井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-6-13段压裂施工-7井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-6-14段压裂施工-7井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-6-15段压裂施工-7井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-6-22段压裂施工-7井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-6-2段压裂施工-7井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-6-3段压裂施工-7井压力监测.xlsx,1,已用于形态聚类或重复合并,1,参与形态聚类候选: same_stage_clock
