sample_id,computed_pump_relative_delay_min,date_and_baseline_supported_delay,caution
7deae4154926ad,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
7e03d41670dddb,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
7e0822a63c888a,22.0,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
7e161205c550b8,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
7e1bc3fc8c4767,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
7e39fb42e4c231,90.0,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
7e4f1dfa8395fe,104.0,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
7e75e7aaa2d728,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
7e96227f85eb48,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
7ea8243c73d68e,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
7eaa9476134b15,77.0,True,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
7eac2ac3d5b8a7,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
7ec85cb3daa0b9,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
7eff10a4311c05,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
7f00b01e5f15f1,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
7f029a69033299,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
7f1d634a6aa887,14.5,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
7f265a41ef93e8,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
7f2d1ad693c70b,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
7f670e604e13b1,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
7f693ddf88e36f,0.0,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
7f77107acaf8d2,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
7f8065b88b5320,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
7f941e02588ffa,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
7fa42e3c9bea2e,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
7fb609e1b1ff03,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
7fbd96369b0627,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
7fbeb55739b514,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
7ff9ca32cde1f0,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
8003c9f1dc8011,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
800ae859c6ca51,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
80208aabc47222,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
802a824f67ea36,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
80361dcb6859d9,16.0,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
80634da2b01ed5,19.5,True,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
808ce12c91f412,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
80b127bab9ca1d,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
80b43518e55f33,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
80c0cac37e7a90,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
80cd54964d7c57,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
80dda23b6438f3,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
80e61536e51458,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
80ed8bb9fd0b10,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
813fd4f7ffee35,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
8158684d6a05f3,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
8169a81ae20ca9,19.0,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
818fa3a322b7ef,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
81b355abeb2a73,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
81b740f5d3c901,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
81b74b1622fc1c,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
81b75d354a3435,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
81ccbefb55373a,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
820d12ee3ad183,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
8213651b6e80a5,45.5,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
82196f58c83c3e,1.0,True,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
821b40b7e217e4,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
8240b5479db680,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
826de0a79ab618,8.5,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
8271240cbcbda7,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
827a2d9308a3ca,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
8288223168c2fa,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
8291e9c7fe2405,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
82973e396a4356,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
82b8e4a99f46c3,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
82c773d4a8ed5c,122.0,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
82d4fe8d436d2a,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
82e9755b572fc8,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
8303201d41a150,21.5,True,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
8319f7f6beed56,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
831ae074185271,37.0,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
832f57dfdba0c7,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
834009dd400fc1,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
8348fb940a1392,1.0,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
835f6ac61cc926,88.0,True,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
836f5d445d1e6a,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
837caf24b8f771,70.5,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
83ab10b32dbdc2,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
83af4e003ebeff,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
83b343a76d9f3c,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
83c94da279db3b,21.0,True,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
83d0fd8674eab7,10.5,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
83e106f0e0cbbd,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
83e1835bf060b5,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
840c2e5a561c68,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
840c66379798da,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
842e02a6337a9f,8.0,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
8430411839d685,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
8436c36c83830c,33.0,True,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
8438cf19ea2a4f,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
844a51a7c93d18,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
8459027b880871,48.0,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
84ad0528b23a4c,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
84b58785444edf,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
84ba72f3d589cd,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
84c9175ca4d49a,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
84dd97fd9defd9,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
84eafb572cb7c0,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
850c988ebc2e62,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
852d282374749b,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
852e49b8b63f5c,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
854a083d53443c,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
854a1638ff6f8f,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
8551fc51361d56,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
8598b7a99bfe88,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
85ad94166ab5a7,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
85fe388cddfba9,16.5,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
8612e941de227a,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
86175bac75de2a,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
862f9def792763,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
8646eb7f246b15,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
864d723ff37757,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
865a5c0666e563,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
869ff6e270f4bf,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
86b7570ab052e8,9.0,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
86e1cf4d3386ff,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
870dfb65319ccd,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
87134bab057e5d,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
87179bf8c72f72,97.5,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
873f052c7a9109,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
873fd10fad7d84,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
87480d2cd8ee0e,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
874aa4c95bd03a,37.5,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
875b60c44310e4,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
87642e1b562d93,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
877eb5379188c1,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
878b4bc49f0c88,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
87b9d80daed036,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
87d07a62bc563d,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
87dbe993b446ee,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
881db431bfc0a5,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
8848b87d70b420,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
886b03c77ea5a3,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
8871994ee47b7b,35.5,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
888621743083f2,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
888668a0516b53,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
888f69998ab16d,48.5,True,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
88902f6a456486,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
889b76d3fe2047,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
88a175986a8e99,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
88bbf3da88b8c1,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
88c3368802685c,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
88d604e38b9a23,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
88ead40cb02cad,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
891df42a1be292,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
894d934c0451a0,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
8960977ede1e54,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
897f84c9357025,144.0,True,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
8985fd422d2a83,43.0,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
89a3ca523c6cb9,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
89ab8f935c5121,19.5,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
89aed3b159bb8b,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
89b2015bfda95b,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
89c7c0e0ddd20c,5.5,True,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
89e92924664ce3,81.0,True,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
89f48bc1e83f2a,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
89f7625fcd2995,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
8a127adfe84533,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
8a1945d059b2b6,34.5,True,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
8a484ec49aa94c,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
8a58d5d83e7b4d,225.5,True,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
8a6c8b62f8282d,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
8a88fc4ca14f7e,24.5,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
8a8c7e1a40c396,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
8abb42d0d37adc,89.5,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
8ac76d3e397596,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
8ad50ccf6e2e18,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
8ad5447a992305,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
8ae0acf2b29148,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
8b0737105f8ef3,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
8b288287d344dc,4.466666666666667,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
8b9f552203060c,108.5,True,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
8ba3efb978eb63,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
8bc4dc2f22d8bc,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
8bc8f5778129a5,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
8bdb258ed60531,9.5,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
8bddbe55440244,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
8bdfddefc428f0,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
8be551c6abacf2,111.0,True,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
8be8bb332eb26a,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
8bfd1936ad81de,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
8c0bc7fcfea1b0,5.5,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
8c207e38230842,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
8c373b9598fdd0,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
8c40c8b60faa52,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
8c440c61e350d0,9.5,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
8c863e32d7ac90,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
8c929261741eef,9.5,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
8cb4cff5930839,16.5,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
8ce431aff538a8,12.0,True,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
8d1e26e4aa1090,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
8d42fb95f25996,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
8d4d9f552a7529,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
8d4e36fe65edbd,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
8d58b1478059ba,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
8d59ee629c2c0a,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
8d7f9ee70e7f42,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
8d94744c0f6ad7,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
8da5400378ef6e,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
8db4eb7f6d9f39,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
8db505ca7d3e97,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
8dc219f8d088a3,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
8dc7be7df0263a,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
8dc9e8728bd99d,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
8dcded55399ba1,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
8dd98abe9389d3,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
8df521c2c71f5f,55.5,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
8dfc676e8fd3cb,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
8dfcdfb89bf92c,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
8e012233b69b27,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
8e51d5cb87a21e,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
8e827aaaea6d97,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
8e847615081d5f,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
8e9e133ba385dc,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
8ea019800da52f,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
8eb2ae72267a01,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
8ebf68870a550e,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
8ecade509811c9,26.5,True,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
8ee0f6cdfaa2ab,68.0,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
8f082f4000d8fc,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
8f1d1d2513bfdb,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
8f24cf0a2f1f11,76.5,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
8f3607f0ff00b3,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
8f512b51cdcf50,0.0,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
8f6277eb0d0086,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
8f79045342982d,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
8f8166000c5d5d,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
8f9e5be29d2070,10.5,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
8fd2bbceebc966,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
901ad7082b483a,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
9070eccd66649e,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
9074a222800c54,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
908c233669af9d,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
908d264b0007e0,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
909b13cc0d3d00,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
90b1b1f4be4dfb,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
90bbf4e0db2de8,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
90be16ac94ebc6,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
90e108e07f0c71,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
90f7b642e4f514,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
90f88fc3209d8c,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
912d8ccb436e44,114.5,True,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
913b93c7c343c5,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
91567fc6d09a14,110.0,True,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
916fe44cd848c8,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
9195af83a48905,35.5,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
91d51ab8506af5,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
91d7b51b15098a,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
91fad3d8f5fc03,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
923f0a9d547dac,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
9240553ae0bf9b,13.5,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
9250711b093642,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
927c3f6cb9fb74,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
928c121d65eafc,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
9290b3ffe8b685,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
92917c6d0f12b8,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
92992aae571496,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
92f98e7919afb4,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
92ff2ea7b26c3e,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
9314b5f6d30553,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
931791308d76cb,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
9327eb749508c2,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
932dbf9ad423fd,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
9332c809a32414,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
9336ee3b12e64d,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
9360ca60c06847,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
93618a8978f226,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
93689292a9498d,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
937b69dbc45797,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
9398996cbdbad2,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
93ac80fee29e60,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
93d955cde0256e,56.0,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
93e0e70c9d44fe,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
94025cbf9bd488,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
940999d2bea296,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
940eb2b7cc3bba,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
941ca5324b83e1,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
9421acc6a93459,25.0,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
943de7b45abb8a,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
944e7ac5e7b6a7,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
946fb0dda26ad6,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
949c5c386184c9,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
94bfbe6c613e73,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
94c3e96fc9967c,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
94d4380e5eb90c,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
94d7e8e0367d20,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
94ec4589c20606,12.5,True,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
9502c3769b1f71,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
95248f80e64d68,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
953153ce85ee4b,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
95336f8e525778,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
954af6cd6852c5,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
958eb003d98ad2,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
95993c5a1e0d63,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
95a558e3172c1d,3.5,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
95b5ea821c420e,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
95cdcdedd62409,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
95d13ed705223a,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
95de3c9122697c,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
95e0b542e3cd20,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
95ee56b54a655d,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
95ee5f654f57be,36.0,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
964fe1172e5f5e,52.0,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
9659ab4bf9f124,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
966085ebd1220f,,False,Onset censoring and source timestamp validity still require review; clock-only values are not verified response delays.
